Mixture	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE
TCGA-DD-A119-11A-11R-A131-07	0.0367923393914218	0	0.00217042812021429	0.0306232712179246	0	0.141012574558221	0	0	0	0.0257807354930701	0	0.0310133960638494	0.135708528125653	0.0318187599109949	0.0739741041757193	0.436257598195578	0	0	0.0221875669817807	0	0	0.032660697765573	0.213	0.0591525516019058	1.07247502111102
TCGA-DD-A1EC-11A-11R-A131-07	0.133127387312605	0	0.0293991419266908	0.0707528626479489	0	0.100943370584411	0	0.011976923152006	0.000959054091418463	0	0	0.0493994881162572	0.0549486015887033	0	0.0540873063360678	0.483091764188048	0	0	0.0078110693799509	0	0	0.00350303067589283	0.134	0.0832417819664597	1.06077094645547
TCGA-DD-A1EJ-11A-11R-A155-07	0.0225514393639839	0	0.00227688876445845	0.103038656608442	0	0.105607058411021	0	0.0165850367525663	0	5.81804706098722e-05	0	0.0614040596607456	0.0818628354964497	0.122404320287346	0.109980800164808	0.33329862629149	0.0136553323834924	0	0	0.0183347884004	0	0.00894197694418659	0.26	0.0481002312050964	1.07878084500596
TCGA-BC-A10R-11A-11R-A131-07	0.0703674105367792	0	0.00541198613222711	0.113825161542924	0	0.0484873949293679	0	0.0173302709118435	0	0	0	0.0631392825826117	0.157356199248226	0	0.097513995259968	0.377225779279733	0	0	0	0.034149202107906	0.000783619746121227	0.014409697722292	0.218	0.0577410728722984	1.06979978216044
TCGA-FV-A3I1-11A-11R-A22L-07	0.0947063940038472	0	0.000431264347344794	0.0540517505848384	0	0.178379268328893	0	0	0.00387173543962687	0.0517352872743902	0	0.0713698510511345	0.0372743565124791	0	0.114560119633996	0.251230218361906	0.0172618643407597	0	0.111958817210842	0	0	0.0131690729099427	0.432	0.0185160231902885	1.07520332622072
TCGA-BC-A10Q-11A-11R-A131-07	0.0586795323620317	0	0.00341798776937967	0.0547895149810882	0	0.147067517725954	0	0	0	0.0228050672370646	0.0293208466752471	0.0200663603990909	0.171605403862795	0.026083192919932	0.0504586472138611	0.361463145837154	0	0	0.0225164337224913	0	0	0.0317263492939105	0.343	0.0310767787199774	1.07493118538475
TCGA-FV-A23B-11A-11R-A16W-07	0.0676876236983161	0	0	0.168897639866412	0	0.306035985885293	0.00685346430576946	0.0162988855527219	0.000176026094299835	0	0	0.0379505923137089	0.0358339778755698	0.0205835828653806	0.0763777336124239	0.184119533327812	0.0634881937629842	0	0.00876243642366365	0	0	0.00693432441564415	0.082	0.115616925758343	1.04744089092007
TCGA-BC-A10Z-11A-11R-A131-07	0.10170099675521	0	0.0096161830464364	0.106493060091776	0	0.092696678076398	0	0.0402101189304697	0	0.000117575248166937	0	0.0710391447052101	0.0646839840727386	0.242518967700769	0.0462623081394992	0.17523526004188	0	0	0	0.0372034406122166	0	0.0122222825792299	0.216	0.0584999030793911	1.06903596082301
TCGA-DD-A1EG-11A-11R-A213-07	0.0872325400431505	0	0.0248760638621851	0.102208095825703	0	0.112765317853027	0	0.00517712239806352	0.024245789640182	0.0160689725585419	0	0.0314435186358472	0.0803933343988009	0.0429900483727509	0.202997687618538	0.230554645833499	0.0193418788786227	0	0	0.0123243307031729	0	0.00738065337791507	0.097	0.106556008115039	1.05913847750978
TCGA-DD-A11D-11A-12R-A131-07	0.0989824683548794	0	0	0.219219645370819	0	0.214134836172782	0.00221392138050703	0	0.00540894680274881	0	0	0.0191527737615918	0.0372615740667389	0	0.135565708566907	0.219680677015231	0.00471649987642703	0	0.0287731941664751	0	0	0.0148897544648933	0.071	0.129254692450612	1.04411514236825
TCGA-BC-A10T-11A-11R-A131-07	0.0707161617115625	0	0.00109876296981911	0.120573185494282	0	0.129478126045373	0	0	0	0.0255349826711818	0.0207776072481129	0.0344928636816256	0.169772924515532	0.00178227488580321	0.0146584453463045	0.267508050892929	0	0.00361536112947269	0.108416485068796	0	0	0.0315747683392051	0.304	0.0388032251832924	1.06265369582387
TCGA-ES-A2HT-11A-11R-A180-07	0.0700220964968759	0	0.00777411368413064	0.132075313541769	0	0.166945793417359	0	0.0385469092341278	0.00793760378770215	0	0	0.0503255661656191	0.0267575747606871	0.0402241026510639	0.302558976942453	0.0434664058547209	0.00622981415958027	0.00282991381379407	0.101883828539488	0	0	0.00242198695062928	0.004	0.297605983769936	0.993184616308564
TCGA-EP-A3RK-11A-11R-A22L-07	0.111764785599804	0	0.0661873507189458	0.0523775703252732	0	0.139805658587626	0	0.0277385524822713	0.00343162516787347	0.00910423065638389	0	0.0959702772095264	0.0611307466097647	0.0321974488698372	0.0403945925536988	0.290643976677079	0	0	0	0.0601730763593502	0	0.00908010818256614	0.159	0.074630786300614	1.0558314080669
TCGA-FV-A2QR-11A-11R-A213-07	0.110504816936093	0	0.0105969243111249	0.23635242066233	0	0.103506187110297	0.0145073605649637	0	0.00226688211575597	0.0157040193133043	0	0.0660261374426396	0.0437531168021617	0.0564768119293611	0.0928666172512382	0.213341128843008	0.00429776492446011	0	0	0.0243035259411687	0.00549628585209324	0	0.047	0.146686421323251	1.03266704892144
TCGA-DD-A11C-11A-11R-A131-07	0.0819793549190708	0	0.013788624908951	0.167385037438956	0	0.153439613363348	0	0	0	0	0.0507145285264935	0.0146644326161925	0.0616902706339069	0	0.0224194083597014	0.390664276204988	0	0	0.038443543742223	0	0	0.00481090928616955	0.332	0.0339299424882482	1.07243286509908
TCGA-DD-A39W-11A-11R-A213-07	0.0809830677136427	0	0.00701823878060531	0.040141810304987	0	0.181876393343815	0	0.0180179234563579	0	0.0416410284195526	0.00222595332374382	0.0724885038323726	0.0892231460781053	0	0.0365551872117504	0.321756900345988	0	0	0.0909671739271989	0	0	0.0171046732618803	0.505	0.00923411703532766	1.07431007529191
TCGA-DD-A3A1-11A-11R-A213-07	0.0684450532722911	0	0.122852567890838	0.168932913785903	0	0.0762329999214766	0.0225617533303323	0.0135571537766645	0	0.0470643697093969	0	0.00325310843828573	0.0585013962503476	0	0.0425378232801672	0.364387667336956	0	0	0.00494971863020322	0	0	0.0067234743771377	0.078	0.12114199236795	1.04024768729221
TCGA-DD-A113-11A-12R-A131-07	0.0766130046312186	0	0.0127394056374984	0.114631401100081	0	0.176318379253261	0	0	0.00312004023575115	0	0.0180364691059722	0.0406239222745386	0.0803461802535641	0.0649551073639196	0.0733152467647501	0.153539029723433	0	0	0.157172868133002	0	0	0.0285889455230104	0.444	0.0161495778171712	1.06727571173138
TCGA-DD-A39X-11A-11R-A213-07	0.0794122637508341	0	0.00548329246609717	0.174975121083142	0	0.0893714441951495	0	0.0234958634385446	0.0060677722700817	0.0478963269513637	0.00102207092684885	0.0522462293381278	0.03766837324944	0	0.0572064278212621	0.299175772454174	0.00409610732549997	0	0.119198303612754	0	0	0.00268463111668056	0.55	0.00413985134431802	1.07953053526105
TCGA-DD-A3A5-11A-11R-A22L-07	0.0517785737497085	0	0	0.0859315844100746	0	0.135551541854968	0	0.0167872556765153	0.0225597672206616	0	0.012884131144736	0.0914368425429146	0.134357443290232	0.116142436387657	0.069769711031613	0.250203218930418	0	0	0	0.0125974937605015	0	0	0.432	0.0185271106787781	1.08244524779595
TCGA-DD-A3A2-11A-11R-A213-07	0.107522355911978	0	0.0479146666929189	0.0542347653571988	0	0.0958704431102244	0	0.0253344147861037	0.00358381428153702	0.0476849370980133	0	0.0565821899701304	0.00620637017270163	0.0458521810663906	0.0437235333783453	0.429107641232056	0	0	0.0299231164425976	0	0	0.00645957049980442	0.221	0.0563159074814983	1.06729526531
TCGA-EP-A12J-11A-11R-A131-07	0.0184276775113661	0	0.0161833750301259	0.177842015042065	0	0.293674884426175	0	0.0258687978614786	0.00592208046284916	0	0	0.0111803202745671	0.0226319440309338	0	0.131894337164972	0.24449931293777	0	0	0.0413159056556725	0	0	0.0105593496020254	0.168	0.0706061970998533	1.07272523601067
TCGA-BC-A10U-11A-11R-A131-07	0.0549377414802277	0	0.00215274210292676	0.109105956469259	0	0.211455172946696	0	0	0	0	0	0.0300151817267058	0.127491305936598	0.0995230052320533	0.0327176655211954	0.224498218611367	0	0.00171205998089547	0.054886197627153	0.0420420980489722	0	0.00946265431594937	0.242	0.0519638620284422	1.05928683488506
TCGA-DD-A118-11A-11R-A131-07	0.0440902172594084	0	0.00361606998445584	0.0675692685722008	0	0.115878486028628	0.00551727531771566	0.000105643175894251	0	0.0432449340205652	0.0183518241068169	0.0215456405907683	0.160641622777397	0	0.0508010479375476	0.351877659814744	0.012757379047498	0	0.0607153577551279	0	0	0.0432875736112327	0.242	0.052037620994206	1.0630729012642
TCGA-DD-A1EL-11A-11R-A155-07	0.0628672690761837	0	0.0149753630628808	0.0911660696378004	0	0.143232668855179	0.00327085159849631	0	0.0169627112273193	0.0442736487848345	0.00730159450337051	0.00680087974926771	0.0012330702554694	0.017312969199955	0.145299519008553	0.353697699167578	0.00376334295766431	0	0.0609996207995297	0	0	0.0268427221159192	0.184	0.067036816523881	1.06398229747842
TCGA-DD-A3A3-11A-11R-A22L-07	0.0689014382193658	0	0.0506438406396465	0.0720192723427111	0	0.0719902008993134	0.0049508142033981	0.000477502719466884	0	0.0238538815044698	0	0.0304780086951723	0.096211012935148	0.0670173676470292	0.0507574221815187	0.386443253125657	0	0	0.0752745785857434	0	0	0.000981406301360208	0.0590000000000001	0.137767402211419	1.02892506984406
TCGA-DD-A116-11A-12R-A26B-07	0.059460725864674	0	0.0309151929675426	0.152569304843872	0	0.208179220342152	0.0134359544356916	0.00948824321203662	0.025765370497726	0.0632424801431068	0.0203068326563213	0	0.00320332927409504	0.00200352725767081	0.142269940522149	0.225625168784495	0.0141916651142032	0	0.0288409693721124	0	0	0.0005020747121515	0.158	0.0760013937136188	1.06720291779589
TCGA-DD-A1EI-11A-11R-A131-07	0.05893899938516	0	0.00216036464454926	0.102386021239719	0	0.26750634360529	0.000286934064470395	0	0.00515483991873497	0.0120174584948999	0.00166814216463298	0.0331758910230693	0.0519847214497478	0.046573692855453	0.074221729291385	0.277555575361216	0.00228382484755504	0	0.0557777790536069	0	0	0.00830768260051071	0.417	0.020057311545272	1.07576925887481
TCGA-BD-A2L6-11A-21R-A213-07	0.107575154786979	0	0.0173573689637852	0.136928557306578	0	0.312118679242868	0.00622098383500957	0	0.0135782816969206	0	0	0.0492703862861703	0.036876486181233	0.030308060382387	0.102971905244211	0.129851533641771	0.0265620342231434	0	0.0303805682089438	0	0	0	0.004	0.293023273232256	0.968419487768458
TCGA-FV-A3I0-11A-11R-A22L-07	0.00507067498673685	0	0.00142413797382511	0	0	0.112368900521979	0	0.0301974841227808	0	0.0230295326375414	0	0.0449822269593946	0.244537649901536	0.12131859056121	0.0679919429826155	0.188833497519671	0	0.0124750650094927	0	0.0423130347080527	0	0.105457262115164	0.21	0.0604997076435474	1.07828152065632
TCGA-DD-A1EE-11A-11R-A131-07	0.0148331798741456	0.0448748673285426	0.00910022723823519	0.0804443941002847	0	0.171083255489726	0	0.0202965652935952	0.0699905837061542	0.00109426630074176	0	0.0557750094803348	0.0774634408571645	0.027135743015022	0.128511477160294	0.224342145346333	0	0	0.0713660382233417	0	0	0.0036888065860852	0.166	0.071539853024372	1.05618019443098
TCGA-DD-A3A8-11A-11R-A22L-07	0.101665971430612	0	0.0959752904829556	0.136979734815687	0	0.081170434998762	0	0.00934544061015907	0.0103109030004705	0	0.0639149674681555	0.0428677324002939	0.121918084277897	0.0314041467182639	0.0498353636766179	0.202902825748777	0	0	0.0335044600213416	0	0	0.0182046443500072	0.097	0.10653838703774	1.04062441071926
TCGA-DD-A11B-11A-11R-A131-07	0.117593661506016	0	0.031357635155112	0.118259536133261	0	0.27848198635698	0	0	0.0193101593911869	0	0	0.0398748929245036	0.0138334582691152	0.034431998552233	0.0872778762740958	0.196889075458933	0.0292810974289213	0	0.0323707878766659	0	0	0.00103783467297635	0.161	0.0741190873638927	1.05859350411022
TCGA-DD-A114-11A-12R-A131-07	0.060579800945659	0	0.00538169575017035	0.208163845639648	0	0.206282040418872	0.0164247064426695	0.0244615269217478	0.0315382518546093	0	0	0.0118550923494134	0.01665744075468	0	0.170421117818653	0.170685697378222	0.0293778473556187	0	0.0393471788265556	0	0	0.00882375754348107	0.031	0.169425077331944	1.031592996992
TCGA-DD-A39Z-11A-21R-A213-07	0.0761397303545018	0	0.0714508639437823	0.103832050488385	0	0.145500486506062	0	0.0217332757811062	0.0352640354100682	0.0127043994231071	0.0235051915859026	0.0654535722323947	0.0251849295991795	0.0236666466009028	0.0593614464229417	0.305522823149702	0.0023373099093329	0	0.0283432385926315	0	0	0	0.567	0.0023341477427079	1.08408107338357
TCGA-EP-A26S-11A-12R-A16W-07	0.137979887836228	0	0.0168715454352908	0.111340356246599	0	0.0802756271448027	0	0.0267137681134376	0	0.00252046865351667	0	0.0699360444931637	0.131196085516703	0	0.0406544885296861	0.15657411439565	0.0277406955138733	0	0	0.107389998820015	0	0.0908069193010335	0.146	0.0800970903494956	1.05362026789792
TCGA-DD-A39V-11A-11R-A213-07	0.0594674466505702	0	0.00682271530397004	0.148490532396934	0	0.155444697374142	0	0.015785419127742	0.00529621787217846	0	0.0402396997817519	0.026499012981447	0.0974620100279984	0	0.0606641458117958	0.282350024003871	0.00799108036621988	0	0.0641923129396136	0	0	0.0292946853617662	0.387	0.024027218468649	1.06943186810427
TCGA-DD-AAVS-01A-11R-A41C-07	0.0364846577983313	0	0.0125033524767391	0.140109507452507	0	0.324753013455453	0.00377130398403884	0	0.0144787003945518	0	0	0.0628119891884612	0.0272652610065727	0.0637425082758462	0.0498469219340154	0.0727597020020681	0.132551895801473	0	0.0589211862299423	0	0	0	0.583	0.000273956387787725	1.09062794756267
TCGA-DD-AAE3-01A-11R-A41C-07	0.0211485786925577	0	0.000412576161010785	0.0799088449436621	0	0.0560300617569324	0.0042635925705962	0.00304690650425053	0	0.0206848558137779	0	0.0961310359824191	0.0423150794584152	0.0782601480420319	0.0525607492292291	0.535885368120835	0	0	0	0.00935220272428206	0	0	0.339	0.0318325794179523	1.10410634331705
TCGA-DD-A4NS-01A-11R-A311-07	0.0702961160581231	0	0.0303038243415366	0.22144890656886	0	0.253749257332451	0	5.54418928419839e-06	0.0181521864937172	0.00670311602906212	0	0.0233208150178321	0.0149868866097747	0.078488860601192	0.0741857106519815	0.153820356167538	0.0269039734067465	0	0.0267021383374963	0	0	0.000932308194404971	0.078	0.12151051104228	1.04540187577389
TCGA-5R-AA1D-01A-11R-A38B-07	0.0787985852979885	0	0.0130276301521168	0.0659704497894595	0	0.31185752459081	0.00234032405896748	0	0.0124945308219188	0.00982789314265217	0	0.0439351187584645	0.021549173828177	0.0710145655612401	0.0297291148373948	0.254255908882038	0.0136628824572315	0	0.0695416486545541	0	0	0.0019946491669865	0.205	0.0626095689317215	1.05793059876095
TCGA-BW-A5NO-01A-11R-A27V-07	0.0433373863393433	0	0.0404947703088133	0.0671777087600105	0	0.284462415341339	0	0.030602707991987	0.0249354033653005	0.034281997714807	0	0.0511260472550002	0	0.169823907978814	0.0568066326460847	0.129887627107663	0	0	0.0640133543977227	0	0	0.00305004079311482	0.082	0.115318826291545	1.04238109422289
TCGA-DD-AADL-01A-11R-A41C-07	0.0372130893908878	0	0.00142701633643567	0.129725844558252	0	0.0542041527507859	0	0.0217782920531961	0	0	0.0514443602176951	0.080065847395669	0.0199211810425069	0.0554625017324034	0.128236305936943	0.204877401050835	0.0527576467869513	0	0.140746797057495	0	0	0.0221395636899435	0.514	0.00826716346200788	1.08427107968317
TCGA-XR-A8TC-01A-11R-A36F-07	0.000851839281648535	0.0143052712058671	0	0.0174282354491639	0	0.482948973738469	0	0	0	0	0	0.0414672357535124	0	0.0182924554834368	0.0681793705375239	0.260060627336722	0.0511528066486517	0	0.0453131845650043	0	0	0	0.904	-0.0299334353466098	1.11049527972617
TCGA-2Y-A9GS-01A-12R-A38B-07	0.0371414688576006	0	0.0020545570791234	0.0302526690726528	0	0.112402967527325	0	0	0.0281232047791824	0	0	0.0309638170125407	0.00641572545191541	0.2098762085046	0.15838751840267	0.288863537765454	0.0390635167200824	0	0.0564548088268529	0	0	0	0.108	0.0988857555231038	1.06615075693223
TCGA-CC-A1HT-01A-11R-A131-07	0.0252119213691985	0	0.00133554688025707	0.157379692979885	0	0.1098568612464	0.090036657740461	0.0552636616141666	0.0162681626541908	0	0.00367855957377699	0.0513470652853415	0.0123327217336693	0.137114063441393	0.0987932382280315	0.169540831180981	0.0187632191439173	0	0.0403968147690944	0	0	0.0126809821592354	0.019	0.193264273022808	1.00827453159026
TCGA-DD-AACL-01A-11R-A41C-07	0	0.00721151727543006	0.0466346909436044	0.130401934477585	0	0.0584928462805132	0.0409372923023651	0.0364667762930521	0.0272894203041857	0	0.00147505961583703	0.00516545124613245	0.0285385815951705	0.363669353579536	0.0659857768973103	0.139451649937154	0.0175865341804627	0	0.0220593607018906	0	0	0.00863375436977193	0.033	0.162220531380394	1.03533660092581
TCGA-ED-A7XP-01A-11R-A352-07	0.0534271727372805	0	0.00360019375257949	0.0869712304846957	0	0.125053433431219	0	0	0.0479466722746059	0	0	0.0771109159642832	0.00386317455165174	0.127261767963764	0.0847779955580507	0.211108291406512	0.105539865807448	0	0.0727082631741777	0	0	0.000631022893732303	0.247	0.0507846024462954	1.06141868859799
TCGA-G3-AAUZ-01A-11R-A38B-07	0.0339356855163899	0	0.00286054348850534	0.149490925957522	0	0.177023992460607	0	0.00559182641965867	0.0321952921969289	0.0532578021364592	0	0.0710013802557884	0.00866322225008859	0.0274919856372539	0.141186626858711	0.15499761126036	0.0380893228137874	0	0.104213782747939	0	0	0	0.181	0.0676861842862485	1.07045960425271
TCGA-DD-A3A5-01A-11R-A22L-07	0.0286739508231628	0	0	0.427194015044751	0	0.01605027843126	0	0.0328088070863372	0.0309189780354229	0	0	0.109685954643242	0.0361294146874675	0.0118266966668909	0.0338606012103161	0.172939621887672	0.0111407090072163	0	0.0887709724762618	0	0	0	0.731	-0.0143312819830309	1.12772066920749
TCGA-RC-A7SK-01A-11R-A352-07	0.0222308246802444	0	0.00501004495242166	0.0882283411393293	0	0.0591805674591969	0	0	0.0133678501634423	0.0045320196646918	0	0.0232489489209046	0.00757737006531592	0.148447117179924	0.113156016461815	0.148023838657699	0.0224766820974476	0	0.330495049740368	0	0.0140253288171999	0	0.766	-0.0174096730330274	1.10539791386429
TCGA-DD-A73D-01A-12R-A32O-07	0.0920215575054372	0	0.00552370239174259	0.043385790660587	0	0.0923553616784611	0	0	0	0	0.0434361353626175	0.0769557806705425	0.0532845289672151	0.100546096292903	0.155151995975438	0.169493000070398	0.0266854736829408	0	0.13978349739973	0	0	0.00137707934198603	0.446	0.0159318658532492	1.08277997528648
TCGA-RC-A6M5-01A-11R-A32O-07	0.0251653504227304	0	0.00434485074304115	0.0454011849567451	0	0.34094133435378	0	0.00177251538500511	0	0	0	0.0913156141369023	0.0286685937617694	0.0169895569001011	0.0398647601307935	0.231087244158301	0.002140375930062	0	0.172308619120768	0	0	0	0.601	-0.00216203940171343	1.08716730418434
TCGA-G3-AAV4-01A-11R-A38B-07	0.00968027283727023	0	0	0	0	0.363868763452704	0	0.0240083679387893	0.00567818516526034	0.0571438863967378	0	0.0482419496895374	0.0557009638694827	0	0.109247212937484	0.170140528987099	0	0	0.154591092071518	0	0	0.00169877665411676	0.569	0.0019349160735437	1.0902487864897
TCGA-2Y-A9H1-01A-11R-A38B-07	0.037752782016809	0	0.0097355907806906	0.188484460054567	0	0.183825348130045	0.00635297775428134	0	0.0401362418802741	0	0	0.11067775706641	0.0184369366344729	0.0985412654071839	0.0793142566866892	0.124617014206281	0.0139791402323961	0	0.0843584754401007	0	0	0.00378775370980001	0.232	0.0544194586222219	1.0746301731126
TCGA-DD-AACI-01A-11R-A41C-07	0.0303406049650913	0	0.0300446132643654	0.304542904681154	0	0.00873739852537594	0.0701067740731413	0.0870691239225785	0.0615985863836234	0.0550958840371227	0	0.0293347858963018	0	0.0579522859529589	0.0811270168352044	0.147750560113423	0.00840374530681741	0	0.0180682312025407	0	0	0.00982748484030095	0.076	0.12375450552574	1.05171650819864
TCGA-DD-AAVP-01A-11R-A41C-07	0.1139765306125	0	0.0149900000449092	0.15776922302918	0	0.0609426298434817	0.00117312082480293	0.00762782668369227	0.0207404367934628	0.0203925827824905	0	0.0579295184272397	0.0135991512918405	0.0389274316337934	0.164183546694153	0.140881340078016	0.013282476405928	0	0.159283958480071	0	0	0.014300226374439	0.328	0.0347357524580741	1.07832647005874
TCGA-EP-A26S-01A-11R-A16W-07	0.0436136344268098	0	0.00765446267387619	0.140123385327809	0	0.07465478459987	0	0	0	0	0.0454460900643337	0.0636136148265352	0.0310588211644013	0.183008207416023	0.0641007780912243	0.223114741271752	0.018802511723569	0	0.104808968413797	0	0	0	0.305	0.0383305587765425	1.07137804370657
TCGA-DD-A4NB-01A-12R-A266-07	0.0302123911566175	0	0.00788917412010392	0.168220571072397	0	0.38360590452491	0	0	0	0	0	0.0667482521881806	0.00813861134463724	0.0608735148219772	0.0610640623944306	0.175335489254127	0.0334805858004593	0	0	0.00443144332215989	0	0	0.315	0.0367176967751265	1.09606098145316
TCGA-LG-A6GG-01A-11R-A311-07	0.00843123320077374	0	0	0.0471791330417515	0	0.266899842107297	0	0.0235620283453103	0.0481954259018494	0	0.0669029972726679	0.0488785776728895	0.0577788959981543	0.0335945692570725	0.0362287149943793	0.192575770305501	0.00622422620202994	0	0.157234098233808	0	0.00456443908496338	0.00175004838155264	0.965	-0.0401331839205943	1.09939538570972
TCGA-4R-AA8I-01A-11R-A38B-07	0.0771708258068297	0	0.0101739502210777	0.025393848768693	0	0.0982794313767275	0	0.0681182536182648	0.0513193055904196	0.0331623224653701	0	0.0679859282383028	0	0.181105112738147	0.118260564121415	0.191816522749333	0	0.0236015856665702	0.0536123486388496	0	0	0	0.239	0.0533508748400366	1.06905077185422
TCGA-ED-A5KG-01A-11R-A27V-07	0.179081416733756	0	0.0488429207735059	0.165605679872562	0	0.220666899801973	0.0286744896877136	0.0163796863950935	0.0541204462062312	0.0356124652709158	0	0.0146243207259984	0	0.0858359141825064	0.0756280503686151	0.0608442213452298	0	0	0.0140834886359004	0	0	0	0.003	0.323810557634053	0.958067820637307
TCGA-DD-AADO-01A-11R-A41C-07	0.00746007325527383	0	0.00817323824666967	0.306833776397399	0	0.0581678357534891	0.0220083619391271	0.076031587456102	0.0979091099998399	0	0	0.0357181468159305	0.0175404102633279	0.200734285698833	0.0461493803047372	0.0885738711884182	0.0137530975439277	0	0.0209468251369248	0	0	0	0.108	0.0991334507883324	1.0676366536427
TCGA-DD-AADK-01A-11R-A41C-07	0.167541089263122	0	0.0448945752461966	0.108193605436305	0	0.216986087737894	0.00907601693547119	0.0101062326631767	0.0550802693910077	0	0	0.0185312480918279	0.0164007427095532	0.0483371136988228	0.0737496913652564	0.121954644053986	0.074452465032683	0	0.034696218374698	0	0	0	0.032	0.165137838012406	1.0190794352913
TCGA-LG-A9QD-01A-11R-A38B-07	0.135044339488084	0	0	0.101019011633018	0	0.216998196469195	0	0	0.0093442117673766	0.0181280178972826	0	0.0803266355844296	0.00462474087984668	0.00729260523443485	0.111420857794379	0.159065196367855	0	0	0.147640328530743	0	0	0.00909585835335544	0.718	-0.0132066802545751	1.09514220556409
TCGA-EP-A3RK-01A-11R-A22L-07	0.0178517383982523	0	0.0495763577373041	0.17398083852584	0	0.0967142018939502	0.00889008811799993	0.0423438327202534	0.0575932393500051	0	0	0.0903029678119044	0.023002807720287	0.100102739509484	0.0667373286442433	0.165218200682226	0.0346081742555777	0	0.0730774846326718	0	0	0	0.0679999999999999	0.132387684470966	1.03171555340843
TCGA-DD-AACA-02A-11R-A41C-07	0.00524666683972593	0	0.0106385237832868	0	0	0.221027108124769	0	0.0154912607217696	0.052682110813395	0	0.0368889536605865	0.107301431674418	0.0239140687563688	0.241537648846474	0.0357132740766473	0.124847300830616	0	0	0.116695200558815	0	0	0.00801645131312828	0.198	0.0643157109321353	1.06700479661829
TCGA-2Y-A9H3-01A-11R-A38B-07	0.0204215617762719	0	0.0296081513715111	0.218602504059577	0	0.151638367326954	0	0.0287151811785356	0.064576071315307	0	0	0.0612502779795074	0.0167408387994536	0.0401907437305921	0.0640191380488199	0.101609326891374	0.00572967363231575	0	0.19689816388978	0	0	0	0.106	0.101623082933435	1.05207075553452
TCGA-BW-A5NQ-01A-11R-A27V-07	0.0661631461015031	0	0	0.330018368801916	0	0.038907958341369	0.100018051725108	0.0645561528708251	0.0426979592511603	0.00490808597932525	0	0.016543610696027	0.00475014849531509	0.0601996206882796	0.110837068242023	0.0836802380870303	0.0636125831728162	0	0.0131070075473014	0	0	0	0.016	0.21138315313003	1.01048639502783
TCGA-CC-A5UE-01A-11R-A28V-07	0	0.00610110178841762	0.00363154326176121	0.0917589277186773	0	0.230871009387757	0	0	0.0429771360115157	0	0	0.0351295366820662	0	0.325585911821563	0.0441257953192549	0.161701748976914	0.0245681063116838	0	0.0305078337073704	0	0	0.00304134901301972	0.347	0.0302896499563782	1.09701886234934
TCGA-CC-5259-01A-31R-A213-07	0.0110755504874503	0	0.0203106504261452	0.216064326686297	0	0.249037521642531	0	0.0129293734066649	0.0962920793266103	0.00855863335609705	0	0.0400763451471196	0	0.19738881668252	0.0664691045799587	0.0626009496879378	0	0	0.0174605033328495	0	0	0.0017361452378181	0.38	0.0251548615000957	1.10693889435348
TCGA-FV-A23B-01A-11R-A16W-07	0.0416744229742772	0	0	0.107394629957058	0	0.266341927924142	0.0123192265096397	0.0415849975195449	0.0366615135444922	0	0.00777858951225905	0.0206205852957548	0.0209597850089601	0.0287756873638508	0.0903895184041469	0.141806299210785	0.150092166120731	0	0.0336006506543584	0	0	0	0.493	0.010668051674237	1.08181487796606
TCGA-ZP-A9CV-01A-11R-A38B-07	0.0567747971511731	0	0.00640004715628188	0.135817294276884	0	0.338814448113697	0	0	0	0	0	0.0394037361841891	0.0304538597761799	0.00416837254256888	0.146409802744338	0.134230032067788	0	0	0.0835183819592653	0	0	0.0240092280276356	0.333	0.0333332184092578	1.08874270866293
TCGA-ES-A2HS-01A-11R-A180-07	0.0111700526996761	0.00154719497504233	0.005490599814381	0.0591431912198876	0	0.212982768142786	0	0	0.0172931264881188	0	0	0.146249557319338	0.0321361083900376	0.00698398646574035	0.0366029433497499	0.261984252671926	0	0	0.19867625120311	0	0	0.00973996726020557	0.854	-0.0248049009330858	1.10065053406544
TCGA-2Y-A9H8-01A-11R-A39D-07	0	0	0.0241927768678827	0.260928059876048	0	0.0800449936371957	0	0.0822161803773908	0.0872057025529558	0	0	0.0764124372092134	0.0189781878030931	0.130352326366214	0.061990054462482	0.145868381238524	0.00999634915291027	0	0.0218145504560899	0	0	0	0.172	0.0699354318739653	1.0771963445245
TCGA-G3-A5SK-01A-11R-A27V-07	0.0519678242647881	0	0.00496502025758083	0.115670314401058	0	0.238973803293449	0	0.0127580716752192	0.00763154679325688	0.0261646160267539	0.108284707870381	0	0	0.0682573792000934	0.0744815371424779	0.281070827593741	0	0	0.00977435148120038	0	0	0	0.246	0.050843037435669	1.07553454273086
TCGA-DD-AACO-01A-11R-A41C-07	0.00991432722095153	0.0139266715506259	0.00115508762826008	0.0722792114232648	0	0.213307833338228	0	0.00378469266110228	0	0.0565220894055402	0	0.0777221554425656	0.00270257583596027	0.0453508926506669	0.0608712311952216	0.19996493373849	0.0335163085600267	0	0.206824689027721	0	0	0.00215730032137442	0.351	0.0298392142921931	1.07263340029187
