gene	conMean	treatMean	logFC	pValue	fdr
HPS5	5.25814834	4.49575040946524	-0.762397930534759	2.57336720203556e-08	4.72175997000002e-08
PSMA1	5.95185574	6.76081529938503	0.808959559385027	1.62714787844948e-24	2.34464222501893e-23
RPL19	9.37695762	10.1118794962567	0.734921876256683	5.37170230912063e-20	2.92169980808887e-19
POLE3	3.96130184	4.87932128122995	0.918019441229947	6.26814912807702e-19	2.95761545129831e-18
ADAMTS13	3.76393194	2.51650969181818	-1.24742224818182	5.32934426151243e-28	5.60405926927849e-26
THOC6	3.22593708	3.96404835898396	0.738111278983957	1.21379280753017e-21	8.7237354125304e-21
QDPR	7.88475772	7.20668768213904	-0.678070037860962	2.5552856969051e-08	4.69150666405378e-08
PRDX1	8.57271332	9.2094588884492	0.636745568449198	6.41043862838086e-13	1.65517113137937e-12
ERAL1	4.34276248	5.0143464792246	0.671583999224599	9.36170031134494e-25	1.44819437565867e-23
CABIN1	3.20377994	3.96737451494652	0.763594574946524	3.22487724110011e-23	3.21142510379225e-22
TMSB10	8.92819472	10.0906266907487	1.16243197074866	5.91002331362205e-12	1.41357259488826e-11
CDK7	3.203821	4.26179613959893	1.05797513959893	4.37512521839003e-25	7.56271644893134e-24
NOC4L	3.43825346	4.14400045973262	0.70574699973262	9.35938175294997e-21	5.74905556493791e-20
POLR3K	2.98477018	3.78916227617647	0.804392096176471	2.43863077380331e-21	1.66335333011619e-20
DLAT	3.6305028	4.27989837681818	0.649395576818182	1.16093198024551e-10	2.54265117319826e-10
NUSAP1	2.47950802	4.47005413601604	1.99054611601604	6.02670632035134e-25	1.00063716029442e-23
COX5A	5.69793942	6.64268753205882	0.944748112058823	4.35082539753904e-17	1.67893581199049e-16
PAGE4	1.79995612	2.63839456491979	0.838438444919786	4.74739911376376e-07	7.96009422397025e-07
VAT1	5.3885244	6.3497274359893	0.961203035989305	1.17455829817858e-17	4.83677083814051e-17
TMCO1	5.49216938	6.49557575451872	1.00340637451872	1.23409776627832e-27	9.82052754012288e-26
PIR	3.60658334	4.79090980010695	1.18432646010695	2.08641285049821e-15	6.73584967414133e-15
PHB	5.18033984	5.92210076804813	0.741760928048128	9.34511994507816e-22	6.84456421848055e-21
F11	6.97089082	5.86368752147059	-1.10720329852941	1.93294005508527e-11	4.46837464186553e-11
ARF3	5.03433578	5.6766165402139	0.642280760213904	1.31029816177208e-18	5.9414268077782e-18
SLC25A1	6.54146724	7.13864789762032	0.597180657620321	9.80311125164782e-10	1.99656171744997e-09
KDELC1	2.9719287	3.65765251491979	0.685723814919786	8.66428028996837e-11	1.91281149215923e-10
SFN	2.49107424	4.63129901783423	2.14022477783422	3.83180985511201e-16	1.33568967838218e-15
H2AFY	4.0501027	4.89869671911765	0.848594019117647	8.14172816125516e-24	9.46261642741669e-23
CLPTM1	5.31780548	6.07754888409091	0.759743404090909	2.16745017472451e-21	1.48873152358799e-20
DBNDD1	2.82430696	3.84232987850267	1.01802291850267	1.90840509032568e-15	6.19512758649273e-15
E2F3	2.83447012	3.54323281625668	0.708762696256684	2.53970787699951e-13	6.79177707464023e-13
AGXT	9.1817029	7.97386206486631	-1.20784083513369	4.39959933748361e-10	9.18499691468106e-10
PRPF4B	3.73280744	4.38084743213904	0.648039992139037	3.25284638375775e-15	1.03242515658398e-14
PDIA6	6.73791224	7.47207940663102	0.734167166631016	6.83939463100421e-15	2.10276271408494e-14
EIF2B4	4.02280054	4.78236605540107	0.759565515401069	1.31829019922389e-25	2.83320129677485e-24
CAP1	6.62972998	7.22248325636364	0.592753276363636	7.5599114954288e-14	2.11787815537972e-13
MYH9	5.52210344	6.16310760125668	0.641004161256684	5.65406260399e-14	1.60431529010741e-13
SEMA3G	2.25783292	2.94931333326203	0.691480413262032	3.51895234817261e-15	1.11408265560605e-14
JRKL	2.62513214	3.31015497355615	0.68502283355615	5.05114177974113e-19	2.41694124271145e-18
STEAP4	2.98998026	2.21771517486631	-0.77226508513369	1.37783680642313e-17	5.61885157485481e-17
ST3GAL6	4.82976678	3.93514471791444	-0.894622062085562	5.39454460152358e-14	1.53412789649896e-13
KLF10	6.91946124	6.1177521442246	-0.801709095775402	1.79321898254485e-09	3.58116736893933e-09
FGL1	10.88488356	9.72677389668449	-1.15810966331551	5.2060626605679e-08	9.34277762714268e-08
RARRES1	2.50027252	3.10663012417112	0.606357604171123	8.2955081766735e-06	1.26509364165326e-05
ECD	3.83196154	4.58004559748663	0.748084057486631	2.64816651252067e-21	1.7979442586545e-20
ACOX2	7.50641746	6.58067411874332	-0.925743341256684	1.40565622555186e-09	2.82828278822314e-09
COMMD3	5.09136502	5.82446186826203	0.733096848262033	2.34851802314347e-24	3.20625343097778e-23
CETP	5.16226224	3.22975458106952	-1.93250765893048	2.5928832686034e-22	2.08209307970534e-21
EDNRB	4.82821072	3.93417347275401	-0.89403724724599	4.36563658654563e-12	1.05503879532032e-11
CST1	1.71659012	2.3362849586631	0.619694838663102	1.0162674255273e-07	1.78782915150023e-07
CD163	5.14481288	3.96660111259358	-1.17821176740642	9.77045032734958e-13	2.48781746155892e-12
PGLS	4.89661272	5.58661600951872	0.690003289518716	2.20109377529889e-18	9.70172720419915e-18
P2RY13	3.11866246	2.4289826563369	-0.689679803663101	5.10265262266721e-12	1.2261080145816e-11
RCBTB1	2.81808258	3.43346133518717	0.615378755187166	4.32790446762607e-12	1.04620635365465e-11
TBC1D10B	3.27458006	3.95013024328877	0.67555018328877	1.37357095977748e-23	1.51092805575523e-22
RABGGTB	4.23369456	4.99445037796791	0.760755817967914	1.73179380888571e-21	1.21307967596253e-20
RHOG	4.63902294	5.30427805903743	0.665255119037433	1.41642493896017e-15	4.65622682762753e-15
METTL9	4.22015492	4.81458746914439	0.594432549144385	3.49555659337127e-13	9.22780973976343e-13
SUB1	5.6192266	6.75087454724599	1.13164794724599	1.80473392624613e-26	5.88236707399707e-25
APOBEC3B	1.89625052	2.72554966302139	0.82929914302139	1.11433192211239e-11	2.61918410538019e-11
JTB	7.57492806	8.43106047569519	0.856132415695187	3.3053001379599e-23	3.28410754989874e-22
MRPL48	3.77011894	4.46729168090909	0.697172740909091	2.27214310363668e-21	1.55580155305603e-20
ASPA	4.09907144	2.9689476792246	-1.1301237607754	1.83490029914426e-17	7.3671247010642e-17
AKR1C4	8.3339105	7.63472075050802	-0.699189749491978	0.0366585780046614	0.0422998327256923
GSN	4.41628968	5.13382041088235	0.717530730882353	8.66481655067942e-10	1.76921693463133e-09
LRRC42	3.70497726	4.54431547692513	0.839338216925134	4.44618887512557e-19	2.14724911612817e-18
COMMD10	3.63686038	4.36253593299465	0.725675552994653	4.44286005683565e-17	1.71146022163233e-16
FXR1	4.67950522	5.37147566318182	0.691970443181818	6.83724492341916e-21	4.30152310602289e-20
RAD51C	2.71412736	3.34426634435829	0.630138984358289	1.79885245356188e-25	3.66957591739309e-24
GTPBP3	3.26237024	3.98052794064171	0.718157700641711	1.33549680653099e-25	2.86321439128355e-24
STX6	2.4089488	3.14135251486631	0.73240371486631	1.39741309808411e-24	2.05039034806926e-23
GPD1	5.95189888	4.49562496080214	-1.45627391919786	4.63163533378769e-13	1.210033567091e-12
DGKZ	3.11475728	3.96891942863636	0.854162148636364	1.11186931448505e-23	1.24633777345767e-22
SERPINA1	11.35348392	10.7615619509358	-0.591921969064172	5.35170955728714e-10	1.11018437105489e-09
ENY2	5.76885162	6.57036955898396	0.801517938983957	3.32601970980256e-20	1.86531632359911e-19
GAK	4.6203365	5.23766608037433	0.617329580374331	2.25192201718252e-20	1.30263439278148e-19
SNX27	3.47818198	4.35453025609626	0.876348276096257	2.55126358858203e-23	2.61127593023697e-22
HSPA4	4.4609645	5.46392052756685	1.00295602756684	4.83512665536958e-26	1.27488578348894e-24
DGCR2	3.78212054	4.53163742700535	0.749516887005347	1.10379260370325e-21	7.97203603312413e-21
NAT1	4.5432749	3.75277177451872	-0.790503125481284	2.08502590471265e-11	4.80862501731771e-11
FADD	3.27093886	3.90806777374332	0.637128913743316	1.96601250800311e-15	6.37510590425531e-15
SMC3	3.91153614	4.64139866168449	0.729862521684492	1.83528543242142e-12	4.57036262322481e-12
PTOV1	5.51973142	6.30908564572193	0.789354225721925	9.25058510924975e-23	8.2870606764709e-22
MEGF8	2.51523996	3.15390528959893	0.63866532959893	1.53826803365349e-19	7.90431735966334e-19
RRM2	1.8424197	4.3446974986631	2.5022777986631	3.17866039461051e-26	9.11594391740086e-25
ZBED5	3.27614048	3.91297924195187	0.636838761951872	8.75132502989828e-20	4.60944865766795e-19
HAO1	9.0448835	7.61037754622995	-1.43450595377005	3.34746461610147e-17	1.30890460177177e-16
GPS1	4.13818276	5.08669399754011	0.948511237540107	1.2631058278551e-26	4.52226670130923e-25
C1QTNF1	5.02309654	3.75449754871658	-1.26859899128342	2.85267651523861e-16	1.00509340483058e-15
CDC42SE1	4.69247682	5.5541891484492	0.861712328449198	4.78916163359048e-16	1.65309357989467e-15
LCN2	3.29073132	5.47349484096257	2.18276352096257	1.9129651477055e-10	4.12429122520934e-10
SART1	4.2776354	5.20605663187166	0.928421231871657	3.43914544426203e-26	9.67451328317405e-25
FNBP4	4.12249848	4.7827784618984	0.660279981898396	1.00867153801875e-15	3.36465094234125e-15
THBS3	3.30980232	4.13401218687166	0.824209866871658	5.02248431715604e-22	3.84766730038502e-21
VPS52	5.31636888	5.94272291748663	0.626354037486632	2.01389249063599e-19	1.01649784970215e-18
TTC31	4.47502006	5.10111842751337	0.626098367513369	1.34576469301159e-13	3.69395262068719e-13
PRPF3	3.69333186	4.80302019040107	1.10968833040107	8.37380156694673e-27	3.3168515354637e-25
CDC16	4.8834701	5.47542531069519	0.591955210695187	5.53301217346861e-17	2.10750739664719e-16
TGFBI	6.79227096	7.43958044639037	0.647309486390374	2.57336720203556e-08	4.72175997000002e-08
GNE	6.93383886	5.67775698473262	-1.25608187526738	2.3648691992981e-17	9.36721508403593e-17
NOL6	3.32920178	3.93254378695187	0.603342006951872	1.06711378698743e-17	4.41697098428302e-17
MMP12	1.8287086	2.47744741601604	0.648738816016043	1.01200334051486e-09	2.05920882441091e-09
PSME1	7.51193916	8.14423066628342	0.632291506283422	2.25542531719272e-16	8.0558721499245e-16
RASSF1	3.0906008	3.88971905823529	0.799118258235294	1.4507417334339e-22	1.24411667295356e-21
DDX23	4.25376528	4.87383086783422	0.620065587834225	6.52587185729486e-21	4.12620086725021e-20
ISG20L2	3.30644664	4.10786474994652	0.801418109946524	1.8469027515439e-24	2.61019072070196e-23
TTLL4	2.3362224	3.25166801617647	0.91544561617647	2.66390477977725e-19	1.32192533257149e-18
GRN	6.03759602	7.06584459082888	1.02824857082888	9.80413573265428e-21	6.00971068192472e-20
NDUFA2	6.66325732	7.56693076708556	0.903673447085562	2.72442743957058e-15	8.69081530289886e-15
MS4A6A	5.51499548	4.24654756262032	-1.26844791737968	1.09933753457951e-14	3.31188555352688e-14
ECM1	6.44404064	3.93643130406417	-2.50760933593583	4.2449586163977e-27	2.09473293065033e-25
CEP350	3.37944718	4.04126517673797	0.661817996737967	1.90004359913342e-18	8.42104188621321e-18
CTSD	7.8558466	8.46817053737968	0.61232393737968	6.3044774449337e-10	1.29989377383519e-09
DIP2A	4.09982044	4.69048947149733	0.590669031497326	3.80646524973739e-15	1.20209179660101e-14
SAP30BP	3.68885434	4.48936097836898	0.800506638368984	3.60862523923997e-25	6.46551455136038e-24
RABGGTA	3.1729456	3.8639382018984	0.690992601898396	2.75415203518498e-25	5.22047745210063e-24
CRHBP	6.3780225	2.84316177745989	-3.53486072254011	4.22907310978734e-28	5.18732348255344e-26
HEY1	2.55227418	3.52763787617647	0.97536369617647	9.45700394093584e-22	6.91504269952701e-21
CPSF6	3.29887198	4.08964361550802	0.790771635508021	4.07413011480338e-23	3.93299798574209e-22
ALDH3A1	2.1811019	3.3422247052139	1.1611228052139	0.000343498983329192	0.000465806563494872
URM1	4.29352666	5.03125526256684	0.737728602566845	3.67643805525862e-22	2.87634874597869e-21
THOC2	3.64290864	4.43303490104278	0.790126261042781	1.47798132067829e-18	6.63364278737365e-18
C6orf47	3.23830766	3.96639922117647	0.728091561176471	3.03254789703517e-18	1.31693685223754e-17
AADAC	9.19748208	8.50342977088235	-0.694052309117648	7.01640295581782e-05	0.000100138774129486
MPHOSPH6	4.02889736	4.66345536016043	0.634558000160427	5.64966681365074e-17	2.1463873963431e-16
RRAGC	3.84583758	4.55119372243315	0.705356142433155	9.02019222791956e-17	3.35192923639939e-16
SLC10A1	9.40782446	7.03924243387701	-2.368582026123	1.45820841930706e-12	3.66023159071874e-12
CYB5R1	4.7354991	5.82154381502674	1.08604471502674	1.52028638500227e-25	3.152274563081e-24
KISS1	2.04993302	2.71967453919786	0.669741519197861	1.13896820502834e-13	3.14882821753218e-13
SNRPD2	6.83012502	8.04224322304813	1.21211820304813	6.67579349278492e-25	1.08996827951514e-23
UNC50	4.93064624	5.53663209756685	0.605985857566846	3.60331601580632e-20	2.00934913936977e-19
SEPT9	4.59295642	5.37804352283422	0.785087102834225	8.10046544848932e-22	6.02284606957123e-21
CHST4	4.0147993	2.70353300010695	-1.31126629989305	1.10256050640149e-20	6.69801716165362e-20
ESRRA	4.50814022	5.09988441117647	0.591744191176471	4.37194409041034e-16	1.51500126130226e-15
TXLNA	4.13184996	4.82408757954545	0.692237619545454	2.30341313796524e-15	7.40664297329704e-15
STYXL1	4.3707133	4.96656747542781	0.595854175427807	1.82500262038841e-13	4.95245718767767e-13
GLS	2.71813996	3.46203054858289	0.743890588582888	3.86554035648296e-12	9.37773083460972e-12
ESM1	1.58660822	2.95995643157754	1.37334821157754	2.23169481070992e-27	1.42844639586962e-25
ACADS	6.73651844	5.42533659778075	-1.31118184221925	9.34511994507816e-22	6.84456421848055e-21
HIST1H2BK	6.08176676	7.18240547850267	1.10063871850267	3.66453216203646e-14	1.06092469968102e-13
KCTD2	3.1687376	3.82933136411765	0.660593764117647	4.02438105406072e-23	3.89346745350694e-22
THOC7	5.25530616	5.99697589029412	0.741669730294118	2.38510737953395e-20	1.37787138544299e-19
CXXC1	4.30752634	5.02704438534759	0.719518045347594	1.30697379560443e-23	1.44487428745127e-22
LARS	4.2626252	5.25103461558824	0.988409415588235	5.32934426151243e-28	5.60405926927849e-26
NOL8	3.55857052	4.26303867040107	0.70446815040107	2.57609691425451e-19	1.28195290386536e-18
GTF2F1	4.12255042	4.74591394687166	0.623363526871658	2.01202589190385e-22	1.66250932677144e-21
DVL3	3.7115175	4.60613243606952	0.894614936069519	2.63112155408932e-24	3.51599042167488e-23
ABHD3	5.1903589	5.78829916604278	0.597940266042781	1.10019403186594e-09	2.23299951366541e-09
PPARG	2.90081152	3.61028924475936	0.709477724759358	6.56075585832222e-11	1.46179179104574e-10
LSS	4.42617168	5.01903651435829	0.592864834358289	3.15522946742579e-08	5.74879164310479e-08
ART4	4.26818714	3.64282599379679	-0.625361146203209	1.33080073346363e-07	2.32128018931363e-07
SLC38A6	1.93283558	3.02449342278075	1.09165784278075	4.02402627129669e-27	2.01955818490703e-25
FETUB	5.82249262	4.4579033213369	-1.3645892986631	1.63391144721796e-08	3.04994501548526e-08
MT2A	12.02065466	9.23633757173797	-2.78431708826203	7.4517186683176e-22	5.57805347434317e-21
B4GALT3	3.61213624	4.77234472280749	1.16020848280749	2.07366365756578e-25	4.14404323241596e-24
PSMD14	5.0106089	6.08051484759358	1.06990594759358	1.99260841382997e-24	2.78052292564931e-23
CBX8	2.35721184	3.14202616550802	0.784814325508021	3.24865894574234e-27	1.79347108992224e-25
SLC6A8	2.10086748	3.18872934270053	1.08786186270054	7.20534156937614e-13	1.85254990700925e-12
SMAD5	3.13944328	3.81691240890374	0.677469128903743	2.82737514364565e-10	5.99332964814544e-10
TLE1	4.1778894	4.83445540676471	0.656566006764706	3.46158690596281e-16	1.21045911086182e-15
PCBP4	2.95939822	4.0181040992246	1.0587058792246	2.95835800393269e-23	2.97283006242747e-22
TRAPPC3	4.545854	5.1774317547861	0.631577754786096	1.46845084635331e-22	1.25564630453425e-21
SLC38A1	3.27702668	4.06492155430481	0.787894874304813	2.99872687999592e-05	4.40508141210776e-05
DHRS1	6.86122052	6.09471897510695	-0.766501544893048	1.2528517265355e-07	2.19007308539245e-07
NARF	3.47372232	4.58951823917112	1.11579591917112	3.76383309977623e-27	1.98888448826496e-25
APEX1	6.90405104	7.78831634941176	0.884265309411765	1.71175933322984e-24	2.45056242956551e-23
SIPA1L3	2.69404012	3.43080187721925	0.736761757219251	1.38769696185232e-20	8.32712450002822e-20
DKK4	1.950613	2.60047619751337	0.649863197513369	0.00596987328465363	0.00735862276351459
LILRB5	3.32460104	2.57277920085561	-0.751821839144385	1.2687944153657e-16	4.66774721821126e-16
TMEM47	4.5895899	3.92595605679144	-0.663633843208556	3.53013016167735e-07	5.96321279749398e-07
NAT2	7.76593234	4.3464995665508	-3.4194327734492	1.2014619458728e-25	2.63206659507496e-24
RECQL4	2.207408	3.51451250334225	1.30710450334225	6.62251649596687e-28	6.64735093282675e-26
MREG	2.99497624	3.64204947620321	0.647073236203208	4.49123574966631e-11	1.0143463404961e-10
FHL3	2.73166252	3.4679425255615	0.736280005561497	7.69360230371114e-16	2.60174537322667e-15
NDRG2	6.2077101	5.19507657433155	-1.01263352566845	1.72232850524031e-18	7.67962023563234e-18
VDAC1	5.9083023	6.57275455013369	0.66445225013369	1.34039369456894e-20	8.06518903550916e-20
SQLE	3.24375786	5.18395240673797	1.94019454673797	5.03927689360776e-18	2.14929661039292e-17
FASN	5.59018434	7.07611246018717	1.48592812018717	1.74057241695967e-12	4.34552746156155e-12
LEF1	1.91556426	2.53022862347594	0.614664363475936	3.45461800304816e-17	1.34603620736323e-16
RNF43	3.08095126	3.76764048745989	0.686689227459893	5.97493597827895e-08	1.06662509086778e-07
HEXB	6.40553976	7.32878521836898	0.923245458368984	3.85650640459539e-21	2.53456257974636e-20
RDH16	8.74759292	6.34331059764706	-2.40428232235294	1.45414973401216e-19	7.48514254110106e-19
TFB2M	5.09267212	5.78509091665775	0.692418796657755	6.38763758915631e-14	1.79917100845082e-13
PKN1	3.39114168	4.46137110262032	1.07022942262032	1.91687695832181e-20	1.11834703915829e-19
ELAVL1	4.33817598	5.00424616475936	0.666070184759358	2.88629903315774e-23	2.92370176145439e-22
DFFA	3.86302008	4.49271162606952	0.629691546069519	5.30678434477882e-17	2.02220992741291e-16
USP14	4.78932526	5.65101991762032	0.861694657620321	2.04238151320422e-23	2.15535912857024e-22
ACIN1	4.01037848	4.66412034465241	0.653741864652407	8.10046544848932e-22	6.02284606957123e-21
PALB2	2.79449874	3.43820568566845	0.643706945668449	7.91142071444946e-18	3.31978998435782e-17
KIF14	1.90482824	2.61987430799465	0.715046067994652	5.88258103905373e-26	1.48884923547168e-24
EGR2	3.93397286	2.85762606590909	-1.07634679409091	1.7110519726183e-15	5.57701921554887e-15
TMEM41B	5.13131552	5.84446741147059	0.713151891470588	6.08492437719e-21	3.86399259696041e-20
STAB2	4.78014224	2.51686743470588	-2.26327480529412	2.35157965289585e-28	4.19672277429867e-26
ATOX1	6.21359174	7.07434962040107	0.86075788040107	2.85267651523861e-16	1.00509340483058e-15
CYP4F3	7.90829616	7.24842166302139	-0.65987449697861	1.26975580790272e-05	1.91460448125721e-05
CSNK2A2	3.76848876	4.39709184433155	0.628603084331551	1.64870925730592e-18	7.37743103839067e-18
CHAF1B	1.85514928	2.53181143085561	0.676662150855615	6.03130038672244e-24	7.30788426830169e-23
NFIL3	6.95462412	6.11559968762032	-0.839024432379679	7.30777769999578e-10	1.49906178411664e-09
CYP2E1	10.19722516	7.54462978106952	-2.65259537893048	5.25427273463626e-11	1.18094124847435e-10
SDF2	4.05933602	4.69992920240642	0.640593182406417	7.55397022340988e-24	8.89656253111726e-23
PSMD13	4.74317126	5.44040893826203	0.697237678262032	2.08634898881769e-22	1.71429959239318e-21
TARBP2	3.36672832	3.97040738018717	0.603679060187166	1.98473771378106e-18	8.7787622562985e-18
ADRM1	5.94138074	6.60430382740642	0.662923087406417	4.13282534842329e-20	2.27730794152358e-19
CDCA3	1.8755869	2.74831992860963	0.872733028609626	1.83796004855769e-28	4.19443050011291e-26
PRSS8	3.94456806	3.11679641553476	-0.827771644465241	6.32618660162465e-07	1.04976904475203e-06
PKP4	3.56226366	4.21557418080214	0.653310520802139	3.84817837551376e-19	1.87484608885345e-18
DKK1	1.9442928	3.13647176018717	1.19217896018717	3.74824610142917e-08	6.7942248745996e-08
IMP4	5.14288414	5.75175218494652	0.608868044946525	1.79919210659279e-18	8.00214696753984e-18
GUK1	4.69406166	5.46547065229946	0.771408992299465	8.59777105528798e-22	6.36047836946053e-21
KIF20A	1.66507578	3.16207979069519	1.49700401069519	2.80351710287367e-27	1.63996467348895e-25
SSBP1	5.12813558	6.24845334644385	1.12031776644385	4.75320936448942e-24	5.91339412908944e-23
GFPT1	4.16292762	4.76213410141711	0.599206481417113	2.2300059863944e-11	5.13226755545121e-11
HLA-A	9.2410965	10.0572649937166	0.816168493716578	2.63701436507001e-11	6.03908423299544e-11
DUSP6	7.11489078	5.93663175545455	-1.17825902454545	8.06681416860732e-15	2.46468936531679e-14
MT1G	9.85817722	5.7547348744385	-4.1034423455615	3.78444235950852e-23	3.68962244608596e-22
GPATCH1	2.66422314	3.46780827093583	0.803585130935829	8.15035063879529e-26	1.93008169416833e-24
SRD5A2	5.75315138	3.7615088042246	-1.9916425757754	6.0773841573656e-17	2.30294012278037e-16
RBM19	2.7972905	3.46681021917112	0.669519719171123	1.68618276074757e-25	3.45569659528615e-24
TYMS	2.9165497	4.20355909729947	1.28700939729947	1.43665027707955e-20	8.59751483566644e-20
AZIN1	5.2217309	5.94008503606952	0.718354136069519	2.03945687460587e-10	4.38736545869305e-10
ENTPD6	4.22099872	5.34064847909091	1.11964975909091	7.11616587630519e-25	1.15334115936521e-23
CXCL14	6.48728886	2.84661246336898	-3.64067639663102	1.09493399355918e-26	4.06367729626397e-25
STX4	4.17325462	5.12349274663102	0.950238126631016	3.2558871513935e-25	5.99151066838725e-24
ASXL1	3.739419	4.51518744131016	0.77576844131016	1.25913759681786e-23	1.39723703025322e-22
TXN	6.78850196	7.74117239227273	0.952670432272727	3.67917657006304e-17	1.42974776257663e-16
FOSB	6.27482566	3.37827218695187	-2.89655347304813	2.27050333348521e-22	1.85012508714713e-21
HLF	5.90444212	5.23327018401069	-0.671171935989305	3.85821745715912e-05	5.61536246483548e-05
CYP2R1	2.03485072	2.6301414568984	0.595290736898396	5.29867670396596e-26	1.37252819138215e-24
PARP12	4.13833656	5.01684403462567	0.878507474625668	1.97494406211231e-14	5.83434143834048e-14
EIF2B2	3.52872392	4.25761689157754	0.72889297157754	8.08909016800427e-23	7.33582478993652e-22
TPD52L2	4.01372634	5.16523409278075	1.15150775278075	6.71296447276565e-28	6.66242867280213e-26
CLNS1A	5.30145372	5.95941913398396	0.657965413983957	5.2575369083888e-15	1.63462947947196e-14
UCHL1	2.01934482	2.73473172989305	0.715386909893048	8.23982906926845e-08	1.4568136543004e-07
SSR4	6.85135814	7.54604250251337	0.694684362513368	5.96819913990277e-15	1.84390007005111e-14
ACTG2	1.97626886	2.70799941157754	0.73173055157754	1.81556974044472e-17	7.29614536731038e-17
F8	4.35262968	3.63396098208556	-0.718668697914438	1.85319858304471e-11	4.2885258276222e-11
RECQL5	2.46406278	3.15997962334225	0.695916843342246	2.10780940244121e-28	4.19443050011291e-26
FCN3	8.50718934	4.31495232708556	-4.19223701291444	1.09286848879313e-27	9.10689373727332e-26
RRP12	2.53950726	3.16885810406417	0.629350844064171	1.3540733629379e-18	6.12418331532538e-18
PSPH	3.13673322	4.63046291291444	1.49372969291444	3.9370482496825e-24	5.01094339905555e-23
C1RL	7.90289424	6.54342605403743	-1.35946818596257	1.2693601178772e-22	1.10793062462543e-21
MAPKAPK2	4.10044488	4.91954602906417	0.819101149064171	8.52887436275476e-21	5.24620802550228e-20
ASNS	2.1804792	3.12766875286096	0.947189552860963	2.426075906297e-09	4.79407795980344e-09
CA12	2.04243072	2.76921469997326	0.726783979973262	1.48275101091594e-09	2.97798067618876e-09
DDX54	3.53487126	4.19381465040107	0.65894339040107	1.27489221626882e-23	1.41293888912202e-22
B3GAT3	3.86636762	4.63543403815508	0.76906641815508	6.75805094964437e-21	4.25473015240262e-20
YBX1	7.72324508	8.45888141425134	0.735636334251337	5.80304066419086e-16	1.98752455164009e-15
SNRPF	5.27705602	6.01917868294118	0.742122662941177	1.40743993521694e-17	5.72899398514803e-17
TRPC4AP	4.43575314	5.0254454584492	0.589692318449198	1.27979461954032e-20	7.70581177532355e-20
B4GALT2	3.53261242	4.18584621911765	0.653233799117647	1.468541677068e-17	5.96396718783524e-17
SF3B1	5.87808424	6.46848509002674	0.590400850026739	2.78292962140004e-13	7.41750674285653e-13
NUCB2	4.45556946	5.3940017671123	0.938432307112299	5.05613346590706e-15	1.57478233090117e-14
TFAP4	2.37389558	2.97767997245989	0.603784392459893	2.55524201873568e-20	1.46656613070125e-19
PPARGC1A	5.041598	4.27421326082888	-0.767384739171123	6.90055370181177e-06	1.05783739757208e-05
HDHD3	5.09222332	5.78003504949198	0.687811729491978	1.38435577067136e-09	2.78796500737349e-09
SOX4	2.86889346	3.75344094877005	0.884547488770053	3.09991865410346e-07	5.26164132815063e-07
CEP250	2.19406426	2.80781240537433	0.613748145374331	1.85299325901216e-26	5.97353629812205e-25
MORF4L2	7.80853458	8.48281229561497	0.674277715614974	2.84848670020397e-19	1.40641045404705e-18
PAPSS1	3.6374379	4.54285431128342	0.905416411283422	7.56150088264052e-17	2.83612472596024e-16
PIK3C2B	3.31176984	4.20873177352941	0.896961933529411	2.26180736040441e-18	9.95443169628906e-18
APRT	5.24339386	5.90081858465241	0.657424724652406	3.86018905266334e-14	1.11537618260305e-13
CDC37L1	5.73412452	4.48043025042781	-1.25369426957219	1.91427417466887e-17	7.67534443252389e-17
TNFRSF4	1.85947142	2.67287615179144	0.813404731791444	6.79087384718103e-26	1.68021817064846e-24
LYRM4	2.93721226	3.90353959959893	0.96632733959893	6.92119086779463e-24	8.27264938230446e-23
PEX6	3.296409	4.00950160302139	0.71309260302139	5.15586718849901e-15	1.60414846340302e-14
SSB	4.41468066	5.26687537235294	0.852194712352941	2.46872609005131e-20	1.41967822613432e-19
SNX11	3.57660554	4.20693206315508	0.63032652315508	7.33622239343458e-23	6.69430293400905e-22
CKAP5	3.52569722	4.36951566911765	0.843818449117647	3.36430207222582e-20	1.88558884542961e-19
IARS	5.15174544	6.15723969826203	1.00549425826203	1.2561276456575e-19	6.50755160943853e-19
TAZ	3.18880116	4.13152313954545	0.942721979545455	7.51676262430349e-29	3.49921311980676e-26
ZDHHC24	2.90935122	3.56500418890374	0.655652968903743	7.42639695776984e-23	6.75565029124418e-22
ALG6	3.1179643	4.0080617159893	0.890097415989305	2.69835924235189e-24	3.60039383499913e-23
TMEM45A	6.17332456	4.78571596799465	-1.38760859200535	1.21359474834722e-11	2.84643717794769e-11
CYC1	6.52010666	7.5433696721123	1.0232630121123	8.59792985502775e-23	7.76539002141719e-22
PECAM1	4.00674008	4.92976708834225	0.923027008342246	1.39256074783552e-17	5.67627553559352e-17
ARG1	10.01451278	8.7667203509893	-1.2477924290107	1.68125918089821e-08	3.13435254218529e-08
TRIB1	8.39613148	6.99539729106952	-1.40073418893048	1.8410956295582e-19	9.34083727506466e-19
UBE2Z	4.31219534	5.13631454863636	0.824119208636364	2.61457770447276e-20	1.49673135862656e-19
TAF11	4.28708866	5.20975489930481	0.922666239304813	2.44373272780281e-26	7.44327282230421e-25
CHMP2A	6.64337418	7.39536358064171	0.751989400641711	9.01726671439187e-22	6.63745974068528e-21
