id	TCGA-BD-A3EP-11A	TCGA-G3-A3CH-11A	TCGA-BC-A10X-11A	TCGA-DD-A1EH-11A	TCGA-DD-A11A-11A	TCGA-DD-A3A6-11A	TCGA-DD-A1EB-11A	TCGA-BC-A110-11A	TCGA-BC-A216-11A	TCGA-FV-A3R2-11A	TCGA-DD-A3A4-11A	TCGA-BC-A10Y-11A	TCGA-BC-A10W-11A	TCGA-DD-A119-11A	TCGA-DD-A1EC-11A	TCGA-DD-A1EJ-11A	TCGA-BC-A10R-11A	TCGA-FV-A3I1-11A	TCGA-BC-A10Q-11A	TCGA-FV-A23B-11A	TCGA-BC-A10Z-11A	TCGA-DD-A1EG-11A	TCGA-DD-A11D-11A	TCGA-BC-A10T-11A	TCGA-ES-A2HT-11A	TCGA-EP-A3RK-11A	TCGA-FV-A2QR-11A	TCGA-DD-A11C-11A	TCGA-DD-A39W-11A	TCGA-DD-A3A1-11A	TCGA-DD-A113-11A	TCGA-DD-A39X-11A	TCGA-DD-A3A5-11A	TCGA-DD-A3A2-11A	TCGA-EP-A12J-11A	TCGA-BC-A10U-11A	TCGA-DD-A118-11A	TCGA-DD-A1EL-11A	TCGA-DD-A3A3-11A	TCGA-DD-A116-11A	TCGA-DD-A1EI-11A	TCGA-BD-A2L6-11A	TCGA-FV-A3I0-11A	TCGA-DD-A1EE-11A	TCGA-DD-A3A8-11A	TCGA-DD-A11B-11A	TCGA-DD-A114-11A	TCGA-DD-A39Z-11A	TCGA-EP-A26S-11A	TCGA-DD-A39V-11A
LAMB1	3.729619	3.867111	3.854865	3.748069	4.086758	2.345575	4.002452	3.848708	4.093567	4.008135	4.374145	4.110298	3.238899	3.527215	4.691892	4.001496	3.817874	3.537423	4.001759	4.400037	3.743147	3.534995	3.881748	3.538154	3.671479	3.60958	4.945747	4.130256	3.4317	3.103571	3.855854	3.27857	2.748612	3.72901	3.910881	4.418753	2.851216	4.301231	4.099897	3.719286	4.01399	4.49456	3.574593	4.035795	2.943175	4.143937	3.922257	3.359625	3.614814	3.345737
RPIA	3.367114	3.090282	3.213452	3.335463	3.302851	2.945602	3.302112	3.275122	3.750819	3.475183	4.149405	3.48769	3.515444	3.219494	3.541347	3.509749	3.078227	3.335147	2.930404	3.569234	3.852902	3.277923	3.197461	3.504496	3.750193	3.231482	3.831166	3.115984	3.299709	3.394778	3.168719	3.097234	3.06709	3.313227	3.249306	3.237958	3.08485	3.276969	3.554198	3.061836	3.266791	4.183503	3.149535	3.367359	3.239873	3.242436	3.524248	3.155255	3.09425	3.220778
PRPF31	3.889142	3.902828	3.857154	3.820649	3.6362	4.039465	3.916406	4.151048	3.794239	4.166166	4.557766	3.895014	4.03757	3.685132	3.760229	3.836467	3.727862	3.838875	3.743812	4.06632	4.363567	4.151336	3.873489	3.727098	3.945448	3.797739	4.131797	3.925773	3.978135	4.520129	3.860454	3.884554	4.000228	3.899632	3.925564	3.717193	3.674692	3.803389	4.11674	3.68738	3.897981	4.162783	3.88436	3.934694	4.017676	3.741345	3.882013	3.95524	3.721	3.979081
ABCB11	4.730917	4.220939	4.437387	4.053479	4.712678	2.730877	4.878573	3.687305	3.480492	4.077494	4.909772	5.521194	3.56842	4.69253	5.255421	4.806322	4.295007	4.905297	4.433421	4.755203	3.297707	3.700479	3.813324	3.583813	4.287955	4.293693	5.004309	4.353454	4.386448	2.729846	3.86355	4.297695	3.674578	4.246307	5.090616	4.410962	4.145841	4.820948	3.66524	4.875128	4.607521	3.924285	4.391589	5.149727	3.503083	3.982879	5.004237	3.752751	4.731715	3.366598
MRPL11	4.387731	4.167412	4.106925	4.506144	3.763951	4.448774	4.050259	4.210551	4.085448	4.910666	5.247767	4.485514	4.281526	3.972379	4.202614	4.329884	3.766326	4.326195	4.194047	4.257179	4.769516	4.337628	4.271343	4.237311	4.305895	4.540286	4.544363	4.117219	4.426245	5.427772	4.145249	4.558713	4.491059	4.606771	4.274558	3.998076	4.63718	4.123762	4.873837	4.136183	4.210287	4.555183	4.110324	4.156792	4.61136	4.042225	4.144646	4.328083	4.551748	4.261252
RRM1	3.817656	3.649345	4.021368	3.706254	3.638594	3.365583	4.041918	3.545564	3.684123	3.543264	4.095281	3.712909	3.645763	3.850148	3.923905	3.976854	3.655114	3.801246	3.881167	4.030732	3.454619	3.518633	3.653176	3.287165	4.034945	3.784937	3.975285	3.90185	3.925342	3.534893	3.402689	3.827285	3.712301	3.692781	4.027687	3.553448	3.549478	4.176106	3.551836	3.906462	4.249569	3.830165	3.500632	3.649979	3.859179	3.832167	4.155936	3.65084	3.642701	3.728963
SMARCAL1	3.145627	3.26714	3.321224	3.135299	3.311706	2.971445	3.334175	2.849141	3.104914	3.351778	3.657011	3.296831	3.183913	3.425905	3.382486	3.307654	2.970539	3.095969	3.053105	3.548935	3.242702	3.029986	3.562179	3.069368	3.643183	3.197296	3.506125	3.262592	3.224617	3.483522	3.108837	3.17575	3.093094	3.151809	3.566937	3.033293	3.153817	3.376716	3.273879	3.235165	3.429224	3.554761	2.910687	3.477471	3.126175	3.236448	3.709278	3.015776	3.147082	3.235601
VASP	4.9253	4.330115	3.852696	3.934361	5.052222	3.627821	3.977179	4.829242	4.168144	4.537262	4.88578	4.268426	5.139827	4.128192	3.808851	4.347089	4.790031	3.647659	4.385715	4.514269	4.861324	4.840961	4.556817	4.544472	4.960105	3.675546	5.103617	3.912738	3.521732	4.296373	4.857273	3.622144	4.316548	3.796094	4.298272	4.861538	4.520775	4.214796	4.586181	3.555727	3.707568	5.204002	4.6456	4.270953	4.168745	3.914504	4.469048	3.713989	3.843815	4.296745
UBL4A	4.405963	3.89457	3.391868	3.847555	4.130854	3.656389	3.80227	4.043169	3.494584	4.249193	4.581888	3.905073	4.176982	3.718267	3.696026	3.59612	4.084423	3.905054	4.024732	3.845805	3.636942	4.017888	3.647145	3.753743	4.280422	3.745662	4.047792	3.787615	3.648482	4.145445	3.923663	3.887881	4.037206	3.910833	4.141074	3.786095	4.253628	4.031169	3.942747	3.74144	3.759605	3.960354	3.936141	4.026648	3.959409	3.843884	4.045496	3.60094	4.057354	3.893895
VPS33B	2.834383	2.898857	2.817935	2.706541	2.897649	2.697156	3.075812	2.702778	2.67061	3.14357	3.402398	3.071229	3.008482	3.020697	2.836079	2.925012	2.786707	2.910493	2.998234	3.217634	2.863801	2.903826	3.033236	2.743689	3.361324	2.874086	3.257605	3.091066	3.070407	3.089088	2.820289	2.991427	2.898715	2.9795	3.29493	2.718487	2.660972	3.027537	2.963842	3.021168	3.078231	3.33865	2.796996	3.107461	3.153246	2.953797	3.143946	2.837764	2.941889	2.841066
S100A8	4.037356	3.390666	4.272893	3.035502	4.463571	1.723306	4.971324	5.056081	4.530771	3.726379	3.598774	3.864081	5.045528	4.029234	2.951291	4.675934	4.261454	2.807735	4.497597	3.842325	4.924479	4.481909	4.437922	4.606177	3.243678	3.230243	3.981739	3.067616	3.345286	4.433958	4.284224	2.694916	3.026459	2.591253	3.621339	4.096607	5.169831	3.022316	4.408526	4.237211	2.307283	3.995695	4.659549	3.366061	3.855344	2.349102	3.766998	2.642155	5.545706	4.778538
TSNAX	4.286591	4.479597	4.782886	4.435071	4.373113	4.183692	4.71853	4.883611	4.43857	4.464963	4.803282	4.482297	4.551771	4.441049	4.420836	4.63553	4.338306	4.202883	4.301342	4.570809	4.760593	4.29725	4.454865	4.41384	4.552475	4.207551	4.665179	4.361498	4.219082	4.436192	4.088944	4.406198	4.339188	4.303354	4.385004	4.584415	4.833761	4.663872	4.707014	4.32833	4.135644	4.568031	4.206178	4.195222	3.588715	4.188518	4.742522	4.171146	4.109518	4.316139
CBR4	6.005002	5.826309	6.205352	5.680626	5.403278	5.773135	6.196852	5.686008	5.807893	5.181164	5.567403	5.813654	5.662309	5.47615	6.056526	5.795433	5.769171	6.121771	5.649542	6.119753	5.615597	5.434042	5.935308	5.862115	5.811305	5.886048	5.514377	6.138521	5.99888	5.366465	6.13642	6.028936	6.091119	5.969859	5.488708	5.561477	6.327895	6.365626	5.0411	5.922615	5.902265	5.48579	5.441013	5.713026	4.831589	5.797862	5.841704	5.661989	5.762464	5.715772
RGN	8.363595	8.47312	8.246864	8.408633	7.787115	7.818074	8.363242	8.159129	8.200678	8.704888	8.143234	8.725766	8.604931	6.794611	7.119974	8.31094	8.144807	8.132493	7.951323	8.458495	8.677477	7.924684	8.158721	8.376417	8.276277	8.368678	8.109984	8.318744	8.263867	7.226655	7.835096	8.120677	8.39996	8.66146	6.743202	8.39	7.95384	8.499588	8.759876	8.060822	7.841332	7.497506	8.050548	7.363877	7.641762	8.235191	7.288233	7.240375	7.67889	8.036198
OTC	8.119504	8.282451	8.190354	7.709819	7.485717	7.777099	8.419069	7.549958	7.463525	7.415847	7.381833	8.210888	8.221165	8.343798	7.812657	7.866545	8.297286	8.199489	8.067277	8.885206	7.467698	8.104539	8.214396	7.693298	8.883604	8.039468	7.969437	8.06249	8.187495	7.752924	8.255952	8.29418	8.133514	8.077483	8.712329	7.676046	8.461291	9.107209	7.774663	8.945146	8.704701	7.472524	8.103857	7.867093	8.20754	8.273835	8.672923	7.997194	8.439241	7.53091
C12orf10	3.989467	4.271565	3.952003	4.260002	3.839338	4.595091	4.152764	4.203021	3.969513	4.847166	5.039392	4.325234	4.095529	3.860696	3.883632	4.140553	3.843078	4.146093	4.199296	4.369565	4.426758	4.349753	4.177916	4.045807	4.36226	4.176156	4.644456	4.194666	4.23788	4.755037	3.997581	4.167641	4.156598	4.302619	4.386692	3.987697	4.203328	3.976012	4.532123	4.041728	4.01229	4.631637	3.911013	4.258556	4.382726	3.876519	4.139864	4.458389	4.420941	4.066168
