id	TCGA-DD-A11B-11A	TCGA-DD-A39Z-11A	TCGA-BC-A112-11A	TCGA-DD-A115-11A	TCGA-FV-A2QR-11A	TCGA-DD-A1EI-11A	TCGA-DD-A39W-11A	TCGA-BC-A10Q-11A	TCGA-DD-A1E9-11A	TCGA-BD-A3EP-11A	TCGA-BC-A10U-11A	TCGA-G3-A25X-11A	TCGA-DD-A1EC-11A	TCGA-EP-A12J-11A	TCGA-BC-A10T-11A	TCGA-DD-A39V-11A	TCGA-FV-A23B-11A	TCGA-BC-A10X-11A	TCGA-DD-A1EL-11A	TCGA-BC-A10S-11A	TCGA-DD-A113-11A	TCGA-BC-A216-11A	TCGA-DD-A3A2-11A	TCGA-DD-A119-11A	TCGA-DD-A1EE-11A	TCGA-DD-A114-11A	TCGA-G3-A25W-11A	TCGA-DD-A3A1-11A	TCGA-DD-A1EH-11A	TCGA-DD-A11C-11A	TCGA-ES-A2HT-11A	TCGA-EP-A26S-11A	TCGA-BC-A10Y-11A	TCGA-ES-A2HS-11A	TCGA-DD-A11D-11A	TCGA-DD-A1EB-11A	TCGA-DD-A116-11A	TCGA-DD-A1EJ-11A	TCGA-DD-A3A3-11A	TCGA-DD-A118-11A	TCGA-DD-A1EF-11A	TCGA-DD-A11A-11A	TCGA-BC-A10Z-11A	TCGA-DD-A1ED-11A	TCGA-BC-A110-11A	TCGA-DD-A1EG-11A	TCGA-BC-A10R-11A	TCGA-DD-A39X-11A	TCGA-BD-A2L6-11A	TCGA-BC-A10W-11A
DHODH	0.023879642257043	0.0279764124032648	0.022345818622759	0.0244298502115905	0.0185558476194927	0.0347370300045174	0.037947762304857	0.0188497256764391	0.0207390267771131	0.0221931366561393	0.0325853649021866	0.0193274137696448	0.0379753283096714	0.0450511608521693	0.0386283869519829	0.0210534168240891	0.0289352872928069	0.0322330080920651	0.0308121136751983	0.0172488953509858	0.0342715664562768	0.0220736334346817	0.0218528205782676	0.0404431829972481	0.0183203082831298	0.0275105770296292	0.0166920455930169	0.0256764400972642	0.0172767223483699	0.0311082922740564	0.024082817408621	0.0132028880616196	0.0189110339476352	0.0294944912446768	0.0382790707075722	0.028531919318736	0.0296152987102505	0.0214618173432364	0.0186842109468935	0.026137828146819	0.0296561927533763	0.0316071534817566	0.0199484219265857	0.0249129883358273	0.0284533380523448	0.0147836782662262	0.0325361391406808	0.0293832827977918	0.0287146316577907	0.030723863811785
TM7SF2	0.407482674879085	0.391725405772324	0.366544557876882	0.406568173969103	0.364400476280923	0.364848681782679	0.383005874020053	0.403104627968975	0.394162325742197	0.360593063431568	0.374203887327074	0.370280200846516	0.387259581043689	0.399333573456337	0.378618355667051	0.358145924473011	0.337683369558474	0.395217371592894	0.485206092094123	0.449330494926372	0.405741205507946	0.371728034690259	0.398643727179069	0.371360159430565	0.379440824361634	0.384237514170451	0.374858018726274	0.366748359155306	0.405828128523015	0.385250226438615	0.36979609595075	0.368313737164987	0.405297040645646	0.385836087455024	0.346488168037048	0.409918287742117	0.353939882361696	0.381950100436323	0.385503114305493	0.407996784427654	0.341989655791835	0.405209961938743	0.379817634284498	0.400786886550859	0.406077894720059	0.345309734482093	0.410736724525013	0.412211288011647	0.344595848145615	0.408475567135201
ALB	0.384112299647872	0.342303873527162	0.358674845085634	0.363266776442533	0.446781134790858	0.360097464185038	0.327677880604993	0.329016839462621	0.470467137615932	0.389303007973318	0.367312262915384	0.353939882361696	0.384316582990552	0.486556772887553	0.340840943854351	0.352031127825809	0.539996762670659	0.385419633416987	0.439328706496182	0.359408087668799	0.324901174875567	0.369676112217302	0.297099497608482	0.407700889865281	0.45402453607483	0.551178333962565	0.334466507478282	0.384995572150468	0.379566699892051	0.344997010465602	0.484666114939283	0.442757592968584	0.342700569389988	0.35042873518746	0.434357167475883	0.348544102401921	0.412255125354715	0.383985243827615	0.379158880830323	0.302625087029	0.444423267565702	0.417082412707413	0.357498614354779	0.358714620700897	0.319001227441818	0.403747751088533	0.394290878696953	0.276975465298775	0.52915388526666	0.392108625284986
SKP2	0.0423649412757944	0.0437870074509312	0.0417462518978447	0.0340885186804745	0.0442398985131999	0.0427825247035482	0.0332057585783642	0.0444241896390543	0.0437870074509312	0.0389926385794001	0.0330357601598651	0.0380686990636403	0.0340058904531823	0.0421287393124687	0.0438445911268215	0.0383448878096567	0.0384660819591055	0.0385999451781005	0.0397981169219977	0.0279162488922948	0.0315437836620435	0.0315584683013021	0.0314303931824722	0.0292608934719274	0.0332695386859599	0.0383062501817323	0.0382504611504676	0.0315003757854411	0.0378734240433708	0.0276043532476579	0.038152582691536	0.0383062501817323	0.0293255393415634	0.0402563445779876	0.0466628984989571	0.0296991466022214	0.0297414740327295	0.0422917756987035	0.0305907049642843	0.0406867149258473	0.0284387369000306	0.0306658136945694	0.0466430581092796	0.0399764477923591	0.0344696211099722	0.0355513325377604	0.0477949920062285	0.026108139905067	0.0275403290953268	0.0303500488686442
ZNF146	0.15863999532485	0.163137369228998	0.160214632360573	0.164451285511862	0.166047705892835	0.158421891889436	0.165578112210893	0.154786940723299	0.158250327393058	0.140413636685263	0.153590688170247	0.173227639223509	0.164474574611427	0.156783789723816	0.163833292945849	0.15957552418888	0.150069629046359	0.155320284732985	0.160997453063649	0.15055956790786	0.162638552505598	0.151282658670544	0.161516086840052	0.161617859047489	0.150898731514762	0.1476380806801	0.1476380806801	0.167291599294944	0.166149497194519	0.149533672403831	0.155463411802603	0.164546618209148	0.158033556272495	0.161273895778775	0.149156695485958	0.152472101733385	0.157246882821278	0.161867157460362	0.158836035984987	0.154488745459731	0.147332535504422	0.144729635477542	0.160681104722697	0.161126083682125	0.161842750508336	0.165202165555221	0.15314558201117	0.162393401000303	0.148184618614437	0.156364289954053
ABCF2	0.158934929628942	0.161295887451668	0.152709687168488	0.160113313935364	0.156536629899167	0.154955812163329	0.169185008219186	0.147070453258617	0.155343725979826	0.145421728378299	0.160997453063649	0.174846776557883	0.156855443142937	0.152377460494738	0.161295887451668	0.156440187849121	0.147949000504258	0.154251298604111	0.161341187796099	0.185374889482499	0.161645216913353	0.150512038096177	0.160214632360573	0.15888400003933	0.150118555203223	0.138790427540636	0.151972823919917	0.163782812313915	0.171181968428495	0.149416522191568	0.148967983003185	0.156682764902892	0.153365002253399	0.165051344882933	0.14906305026944	0.139437513798985	0.150342183143501	0.157221118282203	0.172041865429358	0.153169935317258	0.144096553180945	0.166716211121095	0.149580761670592	0.154887017569283	0.153590688170247	0.170955693162155	0.151735803353848	0.159380504172295	0.146667833847332	0.1614653175033
PPIA	0.0108214645248807	0.0240369044432154	0.0112900760270204	0.00974493135236918	0.0154508990643926	0.014162820552781	0.0154508990643926	0.0108214645248807	0.0134677070324267	0.0148415338554474	0.0107502175752466	0.021591466446936	0.0121902740253238	0.00965756240675801	0.01204734645292	0.0189910207104487	0.0173381778641299	0.0119827663295209	0.010274708186436	0.0450835779324823	0.0144283370212539	0.0138307107353696	0.020066459887064	0.0357859959139379	0.00974493135236918	0.00783786950305458	0.0128484175152714	0.0184690257691993	0.0105832466076504	0.0109778926230301	0.0122811585808689	0.0255671008729273	0.00893999715989932	0.0163318328118015	0.0103088827498316	0.0128484175152714	0.0087308730295839	0.0156800354632211	0.020717066621269	0.0149916468311808	0.0144283370212539	0.0222774148619494	0.0119202476191628	0.0113297043195714	0.0143701285839837	0.0225113257873447	0.0119202476191628	0.0213594693011101	0.015995980464173	0.00883259679767364
HLTF	0.510828580633582	0.503073249005043	0.508585466688234	0.509578613005086	0.504045149895233	0.514003398549465	0.501890565989598	0.510428022068591	0.515473771512363	0.511835207122573	0.503698340914895	0.508535698939796	0.501987749423406	0.506491000188957	0.506853485224628	0.498916599607086	0.504642420829961	0.510974619896359	0.529701895863453	0.520500515779346	0.513068964723326	0.50139844820664	0.507936381395592	0.523047497077096	0.529357101750745	0.497824125963563	0.524082966601183	0.515521167577539	0.508535698939796	0.497192801481722	0.509189037005539	0.50139844820664	0.515717335543453	0.507349124046699	0.510171646100752	0.508635956458251	0.528007705288164	0.528259185684223	0.513761052885021	0.52895094344304	0.499155353182326	0.501544197699243	0.505831537666066	0.517955429474065	0.521258220635703	0.512870930935307	0.500219176731975	0.495029165082656	0.50454909360124	0.512674793541511
POLDIP3	0.0499476878915901	0.05506671124376	0.051918526689433	0.0468623743788375	0.0484847670359301	0.0468525087048804	0.0462333705775543	0.0415832337847344	0.0497120652821407	0.051615256461268	0.0456040860526482	0.0455525222479486	0.0479709794705639	0.0506235643173642	0.0471391298729369	0.0512791686831867	0.0452490496987411	0.0398360741694853	0.0495812678489217	0.0386421010343326	0.0490115873823511	0.0417786149363419	0.04468898128593	0.052964032194885	0.0460670960672441	0.0472395817034324	0.0458946561459516	0.0405232306782237	0.0400922260185929	0.0421843209923682	0.0435761372847276	0.049630963815996	0.046427660690913	0.0446469968327704	0.0532315968758585	0.0463804718785746	0.0498152855740946	0.0441177996846098	0.0573399281066258	0.0452280020431293	0.0481128104391303	0.0454533715890944	0.0475658939151997	0.0469900055710914	0.0492935305539019	0.0555279629965613	0.0527420640854779	0.0440974266024297	0.0415215270222644	0.049470172683704
MYO5C	0.227734509940241	0.256661229563098	0.233843169471178	0.258154702396783	0.252282023523395	0.25405938919654	0.247379655732458	0.242286839845709	0.238158252471518	0.228422459628531	0.230665949994394	0.263714089336463	0.254120533519244	0.223129643767817	0.232743661087734	0.254182232066753	0.246263591765474	0.237856011577249	0.253526358285003	0.278481807140115	0.241099236796187	0.229862714467767	0.253143036555554	0.24405391883896	0.230520589580102	0.241010177874997	0.236654577388112	0.261503937062799	0.244178831132585	0.241622027730375	0.234347751755634	0.248092760627544	0.24197569728444	0.243654398750171	0.216135463693159	0.247350425254649	0.231111886690961	0.238531369252071	0.240041983435246	0.253494573555678	0.223036649194564	0.246641581926372	0.231958279174904	0.259730978792927	0.219606155728007	0.258465331518632	0.251395401666807	0.276771566527151	0.253143036555554	0.242594581505194
IGSF3	0.148921047936465	0.183347994033896	0.158033556272495	0.180946241138696	0.162592225912866	0.175466834988587	0.167776048439552	0.191340656273477	0.177768165380091	0.15334102225563	0.182542570111234	0.161201629437175	0.14846663957255	0.147970709960898	0.162344817712397	0.154296943958358	0.155534728619723	0.175766681400745	0.161544187986995	0.215584654696511	0.172616122960324	0.172289751189203	0.196437806447978	0.178387522343694	0.152878561419879	0.149895155873398	0.18983317163935	0.165483032051243	0.156390869534765	0.189113596597767	0.146710504161082	0.166892186912117	0.168629871958659	0.153491359121788	0.147475604469271	0.179148590475557	0.164747645788392	0.170117508359543	0.159698853056086	0.181842048194462	0.164904991022246	0.166172442027096	0.176330954941935	0.185317280139477	0.163480035098533	0.162268509391175	0.174821047806152	0.189806205523285	0.165281763878042	0.168656436385062
CSNK2A2	0.124483120619447	0.124572440433431	0.11692872791732	0.127724643361512	0.126300807817093	0.125502116122659	0.125969181908248	0.125107599152383	0.113597516086343	0.121046025612578	0.113424418335053	0.129679348593444	0.143505515867048	0.111895338920979	0.132153673066187	0.126672564982577	0.10820497691129	0.125721129344856	0.116106624944481	0.126563819592341	0.129833805907586	0.118455683818964	0.122718835357411	0.126693500902416	0.113064675211869	0.109287603678538	0.115733739999565	0.120171976988207	0.127654357673846	0.116470995519083	0.104370103734224	0.132244332326581	0.12823291647381	0.120958871916915	0.120564788357704	0.116537592719037	0.105372120479812	0.126323391580631	0.129337743835947	0.119090119007693	0.118057582595381	0.147830242911934	0.121601347177638	0.127251187821997	0.125609455245152	0.123933466349826	0.127590144446972	0.132175832675181	0.100671487663236	0.121309778587278
PRRC1	0.0601977427913789	0.060763092907664	0.045259692932457	0.0523316892024913	0.0575177734356595	0.058690423281087	0.0595769516332276	0.0586137997853557	0.062499738790694	0.0636712976096888	0.0579038134290937	0.05787630548483	0.0633730760605086	0.0608901833616977	0.0499790647652517	0.0534681496068027	0.0648755972972045	0.0571888236502096	0.0751698289694863	0.0787653332856048	0.0509818185335084	0.0545067402964137	0.0629148275018808	0.0557252365902945	0.0590559493785569	0.0666312794226252	0.0589101636342228	0.0591899313677131	0.060705357131217	0.0561715683525451	0.0640793578349911	0.0575439298200958	0.0566010160279117	0.05567586321162	0.055916719382259	0.0553137953827803	0.0508856288066803	0.0568247329422468	0.0561843290034009	0.0566899779296799	0.061845394534203	0.0602263012239712	0.051364732064322	0.0558922690523537	0.0530537453738395	0.0560369100286091	0.0637629185650855	0.0582409999611663	0.0620061319980063	0.0564917389538752
NCKIPSD	0.225252320728461	0.233811174498303	0.225994613961045	0.235826781736395	0.237080267416974	0.224933126879162	0.23289550522648	0.226180425404633	0.240337048459364	0.215117599030402	0.228481978889773	0.242440260596345	0.22907330426926	0.231778855033146	0.226086081194001	0.229832955895532	0.222512214412567	0.223565325826638	0.230279096558792	0.202854955385923	0.232864778259824	0.221516396089321	0.223187767518509	0.231055457013194	0.238188664829405	0.225604454895677	0.220367045918813	0.241747994142338	0.24340362119975	0.230279096558792	0.236318320601657	0.235826781736395	0.231778855033146	0.238251261905125	0.227196569776579	0.220945205637215	0.223187767518509	0.231778855033146	0.242346246981896	0.21787679222393	0.223921642626008	0.230520589580102	0.219017208111782	0.228685147390684	0.217324804323732	0.246982620343046	0.218438894785171	0.222540998593006	0.229500602226019	0.234650198647275
PLEKHM2	0.288583217330495	0.308986971031108	0.290243600388878	0.275370048365314	0.311673653651694	0.303832909955158	0.308808288181773	0.284471979269245	0.306041125311852	0.289901324157347	0.297486839034416	0.314446039374555	0.294079523208693	0.296298948344342	0.297313782031802	0.302625087029	0.291799806061616	0.24784508403725	0.306929759224899	0.27818415073062	0.29446084265311	0.292208963091667	0.296438837332252	0.313350342041276	0.29881796616367	0.284873966246481	0.295938216319171	0.316109616529493	0.313822579343301	0.28676530504217	0.302339237993545	0.3094975129163	0.304926397034302	0.30119978844526	0.290243600388878	0.267843107422004	0.302231090565341	0.301164591966885	0.307908788596902	0.30730007430627	0.278118832918557	0.296438837332252	0.288886873763361	0.30779962801702	0.294117023167647	0.316440093402713	0.281807437162263	0.294251143463153	0.298993831953479	0.29389745343853
CSNK1G2	0.429856433504819	0.444056950081514	0.429508155301533	0.452769656033453	0.435929061706229	0.450617653178744	0.437847159114617	0.445664658610511	0.44052118313361	0.432513336438497	0.434987046762708	0.443916084876842	0.444972494733525	0.425753600292328	0.433540858383712	0.428428796887357	0.43044136642997	0.445664658610511	0.456890064814695	0.470701893518095	0.455759505335482	0.448379680483176	0.45001690974864	0.444836619151386	0.434495608997407	0.420205591215957	0.446357905452664	0.443869699317912	0.446172529016379	0.443541172250301	0.422008131212335	0.441913891873956	0.437313641583593	0.438742892814648	0.426468534194716	0.451592330465142	0.433319085524116	0.454070458868375	0.44115797797885	0.454070458868375	0.425440040605977	0.440662318600769	0.44607968453297	0.455532015396126	0.450483875123752	0.433319085524116	0.454070458868375	0.444515616970036	0.427052571936434	0.447016761703198
CDKN2B	0.0613892346294552	0.0636124664782853	0.0539636626667969	0.060945003452989	0.0715051874291537	0.0690082486196372	0.0594432634458461	0.0514076141672647	0.058306672966948	0.0638097286774342	0.0645839477782611	0.0663776855132148	0.0568988826629622	0.0798277846187158	0.061205783479191	0.066762221965047	0.0687016488844907	0.0602395613664247	0.0596816882140559	0.0496210396774167	0.0553389115281914	0.0589514843372365	0.0516257923034693	0.0577872648794232	0.0635395405265018	0.0804699571097604	0.0588443082436006	0.0648755972972045	0.0569492773937784	0.0628143787612459	0.0611118316212626	0.0663776855132148	0.0592554492516957	0.0601142034552586	0.0577746295917448	0.0594843723065	0.0631644607521359	0.0605411334581065	0.0554671099595912	0.0597889414312182	0.0821161958634305	0.0658322268618424	0.0550549882657841	0.0656108383348567	0.0664587526076668	0.0647836092360968	0.0538743177859701	0.0713325825727509	0.0783407627521643	0.0686682182821525
SMYD5	0.200924510671426	0.215200694337123	0.198402486765328	0.199724755053953	0.185865865932143	0.198015092739948	0.2023012953067	0.20762107593198	0.202526699706448	0.179859557146334	0.180455108303608	0.205949466337061	0.203927950068329	0.183549576535334	0.200355659558602	0.223217163654677	0.16852758669707	0.209470989310746	0.210276932799623	0.18306434132029	0.214857389762289	0.201964369613553	0.209554194584673	0.209330915354941	0.192828391829299	0.167752653492542	0.20569451589094	0.207511513052543	0.19352100555591	0.186860517129314	0.200897446565186	0.189435718845872	0.198347014924474	0.219813232561739	0.191290392135147	0.183890147583151	0.193387119242995	0.204443409000342	0.2074840641609	0.209750784716958	0.190018504328372	0.192828391829299	0.197135152487422	0.208907398366035	0.191497000873061	0.204254256200042	0.187518646761355	0.209526677989057	0.18161480741475	0.187363548919842
EIF4G3	0.149509994718192	0.165483032051243	0.150192844521831	0.160214632360573	0.160113313935364	0.152043168589955	0.156416681035053	0.150512038096177	0.155679582362132	0.144944219358147	0.147169177432754	0.160265744849177	0.169335435723251	0.150168753008824	0.155559393135227	0.157246882821278	0.145395181479898	0.156982099256392	0.153663115506126	0.140436886221019	0.15928200156596	0.142018348361658	0.15741836910565	0.159155544165244	0.142543474820369	0.137672935994525	0.139437513798985	0.158859821716578	0.159355271428069	0.138627644068154	0.155803333431719	0.157198169861358	0.148209133790558	0.157078175450364	0.148703808858718	0.147683376905748	0.146975992678494	0.153517960993521	0.160486788133761	0.149771142472903	0.141669847983478	0.156390869534765	0.149416522191568	0.154343254311409	0.147706210739058	0.168932294976431	0.143034249843564	0.14846663957255	0.146474726540001	0.14652386892059
MSI1	0.261880622544464	0.280644045446278	0.278893710558507	0.275238238683559	0.254627801390171	0.305719394126305	0.289097390008743	0.273473569949894	0.282528111574883	0.258249001829361	0.274002095969521	0.27818415073062	0.269290626166627	0.249967466694216	0.287323038288286	0.267913201761952	0.223865373955314	0.270420108259184	0.266140124410375	0.302801472871999	0.279413994542758	0.251617160783498	0.273831846310417	0.280711666144768	0.276804937273323	0.239400108972546	0.268663134594806	0.286008124496813	0.282151122526709	0.270651066581496	0.2494394379109	0.279893699419386	0.276198617231557	0.277848146868631	0.253556685274007	0.262147102342068	0.26653004880469	0.263066629739064	0.300056050727112	0.271075097204664	0.237420571963385	0.260693909069601	0.269091761989714	0.276065542544147	0.272558095372813	0.276366052736878	0.259985648738762	0.284471979269245	0.22490301835395	0.258752743018591
RHOG	0.0887668839257143	0.102498035438259	0.0878740748771495	0.0874112286037357	0.0859242615410431	0.0976787161930205	0.0993221529454768	0.101882526629305	0.0885840636518167	0.0872691938988695	0.0857225413492066	0.0933463249528518	0.141461242696069	0.0848326431906147	0.0979093005198072	0.0942834004534717	0.0658933201371995	0.0882343838552843	0.0856009352824854	0.0721655072728092	0.0940597779842124	0.0837893219205193	0.0913629864154886	0.093406892406434	0.0819743777766478	0.070545004568601	0.0870880145118937	0.0960269617187774	0.0914843648565913	0.0822324150883473	0.0783013576672718	0.0895390628250806	0.0873069584012469	0.0900513984814582	0.0807217169580721	0.0833470998221175	0.0819743777766478	0.0907814086939349	0.106308796783749	0.0896615332160824	0.0761703810775038	0.0765662052401865	0.0884017874157831	0.0902942225385036	0.0939328134135043	0.0985723300723926	0.0852794377954652	0.0926743833873628	0.0685302553084002	0.0883792111465831
MEP1A	0.411450885999577	0.475509934800122	0.402157177763015	0.369384323440112	0.500859671920247	0.395771407918881	0.391299991334458	0.351714746530006	0.41534512045153	0.446495959765875	0.398862949301342	0.426872234717518	0.401008670070644	0.482005094834582	0.376779525988427	0.437665266299427	0.544629824431742	0.365549235886737	0.44038275277647	0.381228768860844	0.355290989331813	0.400021518505885	0.343089345116535	0.415394196002374	0.427405531921689	0.53653044662905	0.386289471085002	0.496462279940904	0.410390782966936	0.405603558320838	0.492899351351927	0.458024231365739	0.332545162813594	0.3895973286946	0.469689447682683	0.356038708801022	0.475650837152324	0.38942613675266	0.431031697577348	0.376990259098223	0.47748633738813	0.461234085684877	0.4214242055123	0.39782104103483	0.385999157491985	0.493395111557918	0.396663621683299	0.35611660255713	0.615253298266834	0.445015611242778
ASPH	0.250686356810868	0.258465331518632	0.249185052490202	0.260948347578615	0.270584316371768	0.257259583255978	0.254494755974007	0.250717941896153	0.254754242993147	0.235986802238824	0.249967466694216	0.271347190524439	0.253995353004267	0.248310630506975	0.25777366831547	0.264371209649589	0.252827229311572	0.246483242832177	0.2538403799133	0.227765352262229	0.25109703633388	0.242129655289969	0.24784508403725	0.25374301756707	0.257386100500518	0.259372696972044	0.239554507340965	0.269059657677977	0.261372518054453	0.247043224798938	0.261598776156374	0.260373779943908	0.253616755135579	0.264669105017975	0.249507141405217	0.2428459973171	0.254399453499103	0.250156201233072	0.259955491537751	0.246982620343046	0.251867316245255	0.250470311291427	0.246737714024043	0.257292814900961	0.247967212688618	0.269456331420927	0.255457678026639	0.250281835054223	0.262968713633756	0.254526263786922
SRD5A1	0.648615392822079	0.820579562506415	0.671000139832981	0.682430059042263	0.680928193132896	0.745185896849423	0.79199075945748	0.808986585477146	0.676403009405629	0.762667358543364	0.670386820412439	0.764400933041363	0.723108324419591	0.619074332966244	0.759095753525354	0.710093761008896	0.600212040748844	0.687774144005947	0.752353033233634	0.894337389720159	0.711874867877259	0.666749554487492	0.731901938317325	0.740409981656126	0.740516105762356	0.622413025420491	0.706105780261218	0.808020043658754	0.71659689658148	0.747222393468457	0.660360949034737	0.703392823434168	0.761419117769183	0.757822769080885	0.695878275005632	0.676782220197258	0.735373945308613	0.707367640124733	0.740251440669185	0.726478419859491	0.644512253053797	0.893628963154424	0.693153028967737	0.727536197487713	0.806148527179095	0.783660320908259	0.836553526893182	0.824791824359154	0.686679005439304	0.801106244335952
PTRH2	0.0466628984989571	0.0443219757478004	0.0418666627431397	0.0509066892386291	0.0501899063968094	0.0424867552343743	0.0515489334970066	0.0383576660383333	0.0427507747153563	0.0282078009469851	0.0444142231391375	0.0458255944984065	0.029921944345388	0.0329057644905079	0.0479509019876566	0.0475171012438161	0.0459852073912119	0.0526197466371893	0.0424400621928389	0.0413528887259559	0.0436574147634908	0.0427625915249306	0.0491931579765371	0.0447820386563975	0.044382758388447	0.0452165367711006	0.0399015223778473	0.0494379838823671	0.0403818182181637	0.0435150229583778	0.04512574579057	0.0429938993989085	0.0456570498615075	0.0459143687158358	0.0373475659884431	0.0491426383231218	0.0432115407699347	0.0423749940195419	0.0247645175415267	0.0420636930728631	0.038789012695108	0.0631207553254214	0.0411656588578918	0.0400808620782548	0.0460457405418967	0.0513010272840868	0.0340712058325215	0.0525425499335542	0.0442301558556694	0.0456662286877538
RPS12	0.0503748007300032	0.0536156457122011	0.0514831029991836	0.0542494467759788	0.0563080860241462	0.0579802668979216	0.0642798045536582	0.0466215091869213	0.0544702180138998	0.0535241348126414	0.0596686085336556	0.0396347310494378	0.0635965963238111	0.0625568314328249	0.0602534446048949	0.0536951869725705	0.0504353366937623	0.0522989124503996	0.0555903358294614	0.0562839872328643	0.0580176944255782	0.0533998126916133	0.0630923980852585	0.0561235284356673	0.0624414697555116	0.0582690564902581	0.0501471168419821	0.0737894125190259	0.0607766007219106	0.0652325937331959	0.0509818185335084	0.0530537453738395	0.049263113719088	0.0488312990957657	0.0499898809687194	0.0527881965046431	0.0604716576743243	0.0514076141672647	0.0534116238914426	0.0510444527725285	0.0510975552850996	0.0983060315483402	0.0566899779296799	0.0518095253712583	0.0626990045598838	0.0608478098220588	0.0502098794712479	0.0642332313226037	0.0540334562558264	0.0639747868808525
ARFIP2	0.0839721015452655	0.0878955440899391	0.0810552222632252	0.0789413941642135	0.0849553375019849	0.0832690708487136	0.0843491508221726	0.0789238895661361	0.0828885225891701	0.0790180337602599	0.0805676026371006	0.0877120214619474	0.100920902791808	0.0813507760469653	0.0843700026172668	0.0870455673586937	0.0780510701046181	0.0771068765291547	0.0820126563080761	0.129134831560378	0.090415167112519	0.0773994619296879	0.0826723573897042	0.0763400278248002	0.0795930163388443	0.0727555902795219	0.0783213099799176	0.0875710256336009	0.0868992466347354	0.0749463680135745	0.0817998361391437	0.0841534521575211	0.082692224504389	0.0875910967029418	0.079512772119941	0.0765862127802819	0.0751698289694863	0.0831279874760547	0.0887261726244283	0.0831279874760547	0.0777042770026282	0.0776646424589266	0.0844303909990963	0.0828496594838041	0.08430929991367	0.0955262984606043	0.0811762996585955	0.0845348768857452	0.0715963635655582	0.0782616754435916
MAN1B1	0.459813459696715	0.482057259325295	0.459669724744085	0.470516237408314	0.467605651808532	0.477438096392906	0.468116542376066	0.483891758831294	0.477906668417924	0.459436015788753	0.467739597151205	0.469109358736442	0.463677170822755	0.461184979574138	0.475791106563111	0.464585738697456	0.443207386299667	0.465743162831301	0.506134861001346	0.56610950089359	0.478244660446823	0.474451661187739	0.472385272686464	0.477952507728779	0.45425757414952	0.445803736016976	0.480611929849357	0.477146867101761	0.477243131357741	0.472674833359688	0.450154862526849	0.465830952902297	0.474078739819385	0.464162607762305	0.460423934164611	0.471624959140846	0.47272001646602	0.488750441463409	0.481717833231206	0.499112063467311	0.451459758331334	0.464162607762305	0.482530765327412	0.486075166781324	0.496260122475893	0.470324691112687	0.472869138737769	0.478783831015693	0.447820632487776	0.480761151806113
FAM53B	0.0839525255073025	0.100251031104999	0.0857225413492066	0.084412316703057	0.0942834004534717	0.0970133085120888	0.10614160588638	0.10238966511279	0.0911200024612685	0.0838320389532847	0.0947401741185275	0.101003361776045	0.103669236673905	0.0814673767777806	0.0958392884718869	0.0997658332848951	0.0816628920754994	0.0907616217495004	0.0883155144414285	0.157078175450364	0.0970533580139965	0.09600668169334	0.0975111560186709	0.100394836491184	0.0896826919628753	0.0796711995740642	0.0966336462169043	0.0964477188086148	0.0892567901223853	0.0958392884718869	0.0890514519782642	0.0916892636039517	0.0973692116462401	0.0847132694701152	0.0801781025095977	0.0903551792056795	0.0872304000845027	0.0883155144414285	0.0914658823504937	0.10326603357745	0.0927930322222281	0.0795930163388443	0.0972627871073026	0.101238483986191	0.099093056566776	0.0943471746549885	0.0898038938364337	0.0962151200569252	0.0999790403069889	0.0900714943785847
TRIOBP	0.323731852458574	0.226025189550963	0.287532234442657	0.321455563551094	0.290802521144452	0.321455563551094	0.250030006202393	0.272163863124418	0.286562889622433	0.243369683045757	0.303332597858745	0.310540231582414	0.204724400326375	0.207457233496776	0.32752397427586	0.309718886465774	0.221957967578128	0.258249001829361	0.27643445581562	0.302874976102304	0.288018054304844	0.313050233489039	0.31543831500416	0.302123911944275	0.292308855688274	0.241472709793187	0.308808288181773	0.283374169100391	0.306536839471952	0.314045268922016	0.184097642772217	0.289687900804099	0.3064325316666	0.294848418601703	0.250218138576504	0.309354748870986	0.292821857282058	0.299918683289605	0.23692790302606	0.320024621020479	0.27955027870786	0.306645890603811	0.286493356994736	0.353460468212073	0.271773805235301	0.246263591765474	0.332352491187081	0.310540231582414	0.283478499233018	0.325721240298909
FAH	0.108096440491951	0.121267758739041	0.104497941780361	0.096091145195207	0.10065200248292	0.0985289576649474	0.123999718692271	0.111273858937904	0.105908384827621	0.0934287205593874	0.107772054593106	0.119395904389282	0.116406595333605	0.130490395484275	0.104608340964474	0.113424418335053	0.119901735690733	0.105479498972231	0.114032533631236	0.0958178168246056	0.102498035438259	0.094120812566208	0.101632607478947	0.107923546849119	0.115953412555731	0.117517311973242	0.0939141774749694	0.103731713065069	0.118889682116991	0.0950491792317306	0.130885513647031	0.116684953073131	0.0911200024612685	0.10956351722492	0.120432935677726	0.0982177152714875	0.102684292989203	0.101322300124839	0.127994116879637	0.0858835663229577	0.100332737457041	0.143482882556809	0.0977399026358486	0.0953843889374523	0.0929342171678692	0.116451350237123	0.112355777771223	0.0960269617187774	0.113663212955813	0.0956118198889669
